name	radius	peak valley ratio	kind	bp	ncontigs	medoid
1318	None	None	loner	1128	1	k79_13809
1319	None	None	loner	1127	1	k79_38
1320	None	None	loner	1127	1	k79_57794
1321	None	None	loner	1127	1	k79_51683
1322	None	None	loner	1127	1	k79_51217
1323	None	None	loner	1127	1	k79_95004
1324	None	None	loner	1127	1	k79_46984
1325	None	None	loner	1125	1	k79_40625
1326	None	None	loner	1124	1	k79_54229
1327	None	None	loner	1122	1	k79_30511
1328	0.045	0.42	normal	2163	2	k79_19889
1329	None	None	loner	1120	1	k79_67742
1330	None	None	loner	1119	1	k79_56265
1331	None	None	loner	1119	1	k79_51785
1332	None	None	loner	1119	1	k79_68229
1333	None	None	loner	1118	1	k79_43892
1334	None	None	loner	1118	1	k79_88736
1335	None	None	loner	1118	1	k79_43100
1336	None	None	loner	1117	1	k79_91042
1337	None	None	loner	1117	1	k79_4111
1338	None	None	loner	1117	1	k79_94783
1339	0.025	0.18	normal	1116	1	k79_75595
1340	0.06	0.0	normal	2163	2	k79_26565
1341	0.02	0.26	normal	1115	1	k79_82423
1342	None	None	loner	1115	1	k79_32793
1343	None	None	loner	1115	1	k79_17224
1344	None	None	loner	1113	1	k79_61142
1345	None	None	loner	1113	1	k79_55844
1346	0.02	0.53	normal	1740	1	k79_3164
1347	None	None	loner	1112	1	k79_68348
1348	None	None	loner	1111	1	k79_71474
1349	None	None	loner	1111	1	k79_716
1350	None	None	loner	1111	1	k79_52696
1351	None	None	loner	1110	1	k79_22131
1352	None	None	loner	1110	1	k79_57316
1353	None	None	loner	1110	1	k79_41004
1354	None	None	loner	1109	1	k79_37953
1355	None	None	loner	1109	1	k79_4251
1356	None	None	loner	1109	1	k79_2002
1357	None	None	loner	1108	1	k79_87261
1358	None	None	loner	1107	1	k79_70795
1359	None	None	loner	1107	1	k79_43218
1360	None	None	loner	1106	1	k79_83907
1361	None	None	loner	1105	1	k79_16904
1362	None	None	loner	1105	1	k79_38969
1363	None	None	loner	1105	1	k79_59187
1364	None	None	loner	1105	1	k79_49047
1365	None	None	loner	1104	1	k79_752
1366	None	None	loner	1101	1	k79_19643
1367	None	None	loner	1101	1	k79_28065
1368	None	None	loner	1101	1	k79_28199
1369	None	None	loner	1100	1	k79_81601
1370	None	None	loner	1100	1	k79_92571
1371	None	None	loner	1099	1	k79_93655
1372	None	None	loner	1099	1	k79_2344
1373	None	None	loner	1098	1	k79_45929
1374	None	None	loner	1098	1	k79_57533
1375	None	None	loner	1097	1	k79_25474
1376	None	None	loner	1096	1	k79_48498
1377	None	None	loner	1095	1	k79_12549
1378	None	None	loner	1095	1	k79_14200
1379	None	None	loner	1095	1	k79_72709
1380	None	None	loner	1094	1	k79_46688
1381	None	None	loner	1094	1	k79_56337
1382	None	None	loner	1093	1	k79_55978
1383	None	None	loner	1093	1	k79_89920
1384	None	None	loner	1093	1	k79_17604
1385	None	None	loner	1092	1	k79_20971
1386	None	None	loner	1091	1	k79_3359
1387	None	None	loner	1089	1	k79_33834
1388	None	None	loner	1089	1	k79_36173
1389	None	None	loner	1089	1	k79_17021
1390	None	None	loner	1088	1	k79_72913
1391	None	None	loner	1088	1	k79_31196
1392	None	None	loner	1087	1	k79_2339
1393	None	None	loner	1087	1	k79_66121
1394	None	None	loner	1087	1	k79_73513
1395	None	None	loner	1086	1	k79_90456
1396	None	None	loner	1085	1	k79_1891
1397	None	None	loner	1085	1	k79_24006
1398	None	None	loner	1084	1	k79_5991
1399	None	None	loner	1084	1	k79_13239
1400	None	None	loner	1084	1	k79_43507
1401	None	None	loner	1083	1	k79_50893
1402	None	None	loner	1083	1	k79_93108
1403	None	None	loner	1083	1	k79_9409
1404	None	None	loner	1083	1	k79_28173
1405	None	None	loner	1083	1	k79_17665
1406	None	None	loner	1083	1	k79_14050
1407	None	None	loner	1081	1	k79_23722
1408	None	None	loner	1081	1	k79_93996
1409	None	None	loner	1081	1	k79_77478
1410	None	None	loner	1081	1	k79_48070
1411	None	None	loner	1080	1	k79_332
1412	None	None	loner	1079	1	k79_50827
1413	None	None	loner	1079	1	k79_84686
1414	None	None	loner	1078	1	k79_40612
1415	None	None	loner	1078	1	k79_40549
1416	None	None	loner	1078	1	k79_57557
1417	None	None	loner	1078	1	k79_20992
1418	None	None	loner	1077	1	k79_33584
1419	None	None	loner	1076	1	k79_53699
1420	None	None	loner	1076	1	k79_66029
1421	None	None	loner	1076	1	k79_57328
1422	None	None	loner	1076	1	k79_19689
1423	None	None	loner	1075	1	k79_54309
1424	None	None	loner	1074	1	k79_38737
1425	None	None	loner	1074	1	k79_78456
1426	None	None	loner	1074	1	k79_93061
1427	None	None	loner	1073	1	k79_42975
1428	None	None	loner	1072	1	k79_56148
1429	None	None	loner	1071	1	k79_531
1430	None	None	loner	1071	1	k79_60281
1431	None	None	loner	1070	1	k79_20114
1432	None	None	loner	1069	1	k79_96560
1433	None	None	loner	1069	1	k79_72901
1434	None	None	loner	1068	1	k79_43465
1435	None	None	loner	1067	1	k79_28536
1436	None	None	loner	1067	1	k79_20303
1437	None	None	loner	1067	1	k79_31276
1438	None	None	loner	1066	1	k79_71538
1439	None	None	loner	1065	1	k79_95038
1440	None	None	loner	1065	1	k79_25594
1441	None	None	loner	1064	1	k79_28853
1442	None	None	loner	1063	1	k79_71006
1443	None	None	loner	1063	1	k79_28779
1444	None	None	loner	1062	1	k79_53835
1445	0.02	0.19	normal	1062	1	k79_58877
1446	None	None	loner	1060	1	k79_34263
1447	None	None	loner	1060	1	k79_96702
1448	None	None	loner	1060	1	k79_15477
1449	None	None	loner	1060	1	k79_1432
1450	None	None	loner	1060	1	k79_57510
1451	None	None	loner	1059	1	k79_30007
1452	None	None	loner	1058	1	k79_56232
1453	None	None	loner	1058	1	k79_23250
1454	None	None	loner	1058	1	k79_24714
1455	None	None	loner	1058	1	k79_47079
1456	None	None	loner	1057	1	k79_57070
1457	None	None	loner	1056	1	k79_11040
1458	None	None	loner	1056	1	k79_29837
1459	None	None	loner	1056	1	k79_44854
1460	None	None	loner	1056	1	k79_50383
1461	None	None	loner	1055	1	k79_4054
1462	None	None	loner	1055	1	k79_92510
1463	None	None	loner	1055	1	k79_22279
1464	None	None	loner	1055	1	k79_79694
1465	None	None	loner	1055	1	k79_38235
1466	None	None	loner	1054	1	k79_37269
1467	None	None	loner	1054	1	k79_71663
1468	0.02	0.31	normal	1054	1	k79_80663
1469	None	None	loner	1054	1	k79_72826
1470	None	None	loner	1054	1	k79_63245
1471	None	None	loner	1053	1	k79_45950
1472	None	None	loner	1053	1	k79_80549
1473	None	None	loner	1052	1	k79_24668
1474	None	None	loner	1051	1	k79_76954
1475	None	None	loner	1051	1	k79_35715
1476	None	None	loner	1050	1	k79_59604
1477	None	None	loner	1050	1	k79_10124
1478	None	None	loner	1049	1	k79_63203
1479	None	None	loner	1049	1	k79_70487
1480	None	None	loner	1049	1	k79_81537
1481	None	None	loner	1049	1	k79_44754
1482	None	None	loner	1048	1	k79_39348
1483	None	None	loner	1047	1	k79_43969
1484	None	None	loner	1047	1	k79_89193
1485	None	None	loner	1047	1	k79_24857
1486	None	None	loner	1047	1	k79_72090
1487	None	None	loner	1046	1	k79_90744
1488	None	None	loner	1046	1	k79_37692
1489	None	None	loner	1045	1	k79_38066
1490	None	None	loner	1045	1	k79_93798
1491	None	None	loner	1045	1	k79_86346
1492	None	None	loner	1045	1	k79_51188
1493	None	None	loner	1045	1	k79_31912
1494	None	None	loner	1045	1	k79_42580
1495	None	None	loner	1045	1	k79_39567
1496	None	None	loner	1045	1	k79_23094
1497	None	None	loner	1043	1	k79_55393
1498	None	None	loner	1043	1	k79_84926
1499	None	None	loner	1043	1	k79_69736
1500	None	None	loner	1041	1	k79_15376
1501	None	None	loner	1041	1	k79_89177
1502	None	None	loner	1041	1	k79_42938
1503	None	None	loner	1041	1	k79_85256
1504	None	None	loner	1039	1	k79_32244
1505	None	None	loner	1039	1	k79_67609
1506	None	None	loner	1039	1	k79_670
1507	None	None	loner	1038	1	k79_88694
1508	None	None	loner	1038	1	k79_43031
1509	None	None	loner	1038	1	k79_92265
1510	None	None	loner	1036	1	k79_8467
1511	None	None	loner	1036	1	k79_34841
1512	None	None	loner	1036	1	k79_67259
1513	None	None	loner	1036	1	k79_49125
1514	None	None	loner	1035	1	k79_22989
1515	None	None	loner	1034	1	k79_50320
1516	None	None	loner	1034	1	k79_9175
1517	None	None	loner	1034	1	k79_16493
1518	None	None	loner	1034	1	k79_32439
1519	None	None	loner	1033	1	k79_4936
1520	None	None	loner	1033	1	k79_72639
1521	None	None	loner	1033	1	k79_95813
1522	None	None	loner	1033	1	k79_28108
1523	None	None	loner	1032	1	k79_31572
1524	None	None	loner	1031	1	k79_68966
1525	None	None	loner	1031	1	k79_89010
1526	None	None	loner	1031	1	k79_52690
1527	None	None	loner	1031	1	k79_4217
1528	None	None	loner	1031	1	k79_25368
1529	None	None	loner	1030	1	k79_72049
1530	None	None	loner	1029	1	k79_49321
1531	None	None	loner	1028	1	k79_24107
1532	None	None	loner	1028	1	k79_39654
1533	None	None	loner	1027	1	k79_22583
1534	None	None	loner	1026	1	k79_70853
1535	None	None	loner	1025	1	k79_84435
1536	None	None	loner	1025	1	k79_64685
1537	None	None	loner	1025	1	k79_94750
1538	None	None	loner	1025	1	k79_21058
1539	None	None	loner	1025	1	k79_89097
1540	None	None	loner	1025	1	k79_71217
1541	None	None	loner	1024	1	k79_62685
1542	None	None	loner	1023	1	k79_2809
1543	None	None	loner	1023	1	k79_35273
1544	None	None	loner	1023	1	k79_85999
1545	None	None	loner	1023	1	k79_47993
1546	None	None	loner	1022	1	k79_83311
1547	None	None	loner	1021	1	k79_82406
1548	None	None	loner	1020	1	k79_72671
1549	None	None	loner	1019	1	k79_27332
1550	None	None	loner	1019	1	k79_44210
1551	None	None	loner	1019	1	k79_87443
1552	None	None	loner	1019	1	k79_39221
1553	None	None	loner	1018	1	k79_80184
1554	None	None	loner	1018	1	k79_80028
1555	None	None	loner	1018	1	k79_86207
1556	None	None	loner	1018	1	k79_66581
1557	None	None	loner	1017	1	k79_88833
1558	None	None	loner	1017	1	k79_48264
1559	None	None	loner	1017	1	k79_78056
1560	None	None	loner	1017	1	k79_19116
1561	None	None	loner	1017	1	k79_66914
1562	None	None	loner	1017	1	k79_47805
1563	None	None	loner	1016	1	k79_97220
1564	None	None	loner	1016	1	k79_76043
1565	None	None	loner	1016	1	k79_92218
1566	None	None	loner	1016	1	k79_89447
1567	None	None	loner	1016	1	k79_37166
1568	None	None	loner	1015	1	k79_62811
1569	None	None	loner	1015	1	k79_66234
1570	None	None	loner	1015	1	k79_45884
1571	None	None	loner	1014	1	k79_3368
1572	None	None	loner	1014	1	k79_75591
1573	None	None	loner	1014	1	k79_33962
1574	None	None	loner	1014	1	k79_51538
1575	None	None	loner	1013	1	k79_35709
1576	None	None	loner	1013	1	k79_58453
1577	None	None	loner	1013	1	k79_35794
1578	None	None	loner	1012	1	k79_34665
1579	None	None	loner	1012	1	k79_89764
1580	None	None	loner	1012	1	k79_60728
1581	None	None	loner	1012	1	k79_20610
1582	0.02	0.46	normal	1011	1	k79_48668
1583	None	None	loner	1011	1	k79_67973
1584	None	None	loner	1011	1	k79_66518
1585	None	None	loner	1010	1	k79_41286
1586	None	None	loner	1010	1	k79_89521
1587	None	None	loner	1010	1	k79_22382
1588	None	None	loner	1009	1	k79_89823
1589	None	None	loner	1009	1	k79_32533
1590	None	None	loner	1009	1	k79_42552
1591	None	None	loner	1009	1	k79_30757
1592	None	None	loner	1009	1	k79_54786
1593	None	None	loner	1008	1	k79_54787
1594	None	None	loner	1008	1	k79_3145
1595	None	None	loner	1007	1	k79_25711
1596	None	None	loner	1006	1	k79_23429
1597	None	None	loner	1006	1	k79_40205
1598	None	None	loner	1006	1	k79_53926
1599	None	None	loner	1005	1	k79_75714
1600	None	None	loner	1005	1	k79_25768
1601	None	None	loner	1005	1	k79_44667
1602	None	None	loner	1004	1	k79_40374
1603	None	None	loner	1004	1	k79_28447
1604	None	None	loner	1004	1	k79_74347
1605	None	None	loner	1003	1	k79_33202
1606	None	None	loner	1003	1	k79_8000
1607	None	None	loner	1003	1	k79_88618
1608	None	None	loner	1003	1	k79_32631
1609	None	None	loner	1002	1	k79_17028
1610	None	None	loner	1002	1	k79_20905
1611	None	None	loner	1001	1	k79_90396
1612	None	None	loner	1001	1	k79_18241
1613	None	None	loner	1001	1	k79_69595
1614	None	None	loner	1001	1	k79_65407
1615	None	None	loner	1000	1	k79_16990
1616	None	None	loner	1000	1	k79_56588
1617	None	None	loner	1000	1	k79_34306
1618	None	None	loner	1000	1	k79_21303
1619	None	None	loner	4813	1	k79_12265
1620	None	None	loner	2884	1	k79_57839
1621	None	None	loner	2157	1	k79_16413
1622	None	None	loner	1693	1	k79_35631
1623	None	None	loner	1681	1	k79_4701
1624	None	None	loner	1602	1	k79_59475
1625	None	None	loner	1547	1	k79_32184
1626	None	None	loner	1370	1	k79_75835
1627	None	None	loner	1365	1	k79_84551
1628	None	None	loner	1262	1	k79_6645
1629	None	None	loner	1176	1	k79_59038
1630	None	None	loner	1147	1	k79_93316
1631	None	None	loner	1135	1	k79_89146
1632	None	None	loner	1112	1	k79_2714
