contigs	predictions
k79_30496	
k79_79071	
k79_6506	2;1239;186801;3085636;186803;2316020;33039;657313
k79_30497	
k79_91014	2;976;200643;171549
k79_6507	2;1239;186801;186802;216572;216851;2929488
k79_91015	2;1239;186801;3085636;186803;572511
k79_79072	2;976;200643;171549;171550;239759;328813;2585117
k79_18587	2;1239;186801;3085636;186803;572511;2479767
k79_6508	
k79_91016	2;1224;1236;2887326;468;469;2053287
k79_79073	2;976;200643;171549;2005525;375288;46503
k79_18588	2;1239;186801;3085636;186803;2569097;39488
k79_91017	2;1224
k79_18589	2;976;200643;171549;815;816;28111
k79_79074	2157;28890;183925;2158;2159;2172;2173
k79_18590	2;1239;186801;186802;216572;1263;1160721
k79_66711	2
k79_79075	2;1239;186801;3085636;186803;189330;39486
k79_18591	
k79_30498	2;74201;203494;48461;1647988;239934;239935
k79_79076	2;1239;909932;1843488;909930;33024;33025
k79_30499	2;1239;186801;3085636;186803;2316020;33039
k79_79077	
k79_30500	2;1239;186801;186802;216572;216851;853
k79_6509	
k79_91018	2;1239;186801;3085636;186803;189330;88431
k79_66712	2;74201;203494;48461;1647988;239934;239935
k79_30501	2;976;200643;171549;815;909656;821
k79_6510	
k79_79078	2;1239;186801;186802;216572;2172004;2108523
k79_66713	2;74201;203494;48461;1647988;239934;239935
k79_30502	
k79_30503	
k79_6511	2;1239;186801;3085636;186803;2316020;46228;471875
k79_30504	2;976;117747;200666;84566;84567;2856523
k79_66714	2;1239;186801;3085636;186803;572511;40520;411459
k79_18592	2;976;200643;171549;171550;239759
k79_6512	
k79_66715	2;976;200643;171549;2005525;375288;823
k79_30505	
k79_42980	2;1239;186801;186802;31979;1485;1529
k79_66716	2;1239;186801;3085636;186803;572511;418240;1121115
k79_42981	2;1239;186801;3085636;186803;2316020;33039;657313
k79_91019	2;1239;186801;3085636;186803;2316020;33039;657313
k79_66717	2;74201;203494;48461;1647988;239934;239935
k79_42982	
k79_66718	2;1239;186801;3085636;186803;572511;89014
k79_30506	2;976;200643;171549;815;909656;821
k79_6513	2;1239;186801;3085636;186803;2569097;39488
k79_79079	2;1239;186801;186802;216572;2172004;2108523
k79_18593	2;1239;186801;3085636;186803;189330;88431
k79_42983	2;1239;186801;186802;216572;216851;2646395
k79_18595	
k79_91020	2;1239;186801;3085636;186803;189330;88431
k79_18596	2;1239;186801;3085636;186803;189330;39486
k79_42984	
k79_30507	2;201174;1760;85004;31953;1678;28026
k79_6514	2;976;200643;171549;815;909656;821
k79_6515	2;1239;186801;3085636;186803;189330;39486
k79_66719	2;1239;186801;3085636;186803;33042;410072
k79_6516	
k79_91021	2;976;200643;171549;171550;239759
k79_6517	2;1239;186801;3085636;186803;189330;39486
k79_30508	2;74201;203494;48461;1647988;239934;239935
k79_91022	
k79_66720	2;1239;186801;3085636;186803;207244;649756
k79_42985	2157;28890;183925;2158;2159;2172;2173
k79_91023	2;1239;186801;3085636;186803;572511
k79_30509	2;1239;186801;186802;216572;216851;853
k79_66721	
k79_42986	2;1239;186801;3085636;186803;2719313;1531
k79_30510	
k79_66722	2;976;200643;171549;815;909656;821
k79_42987	2;1239;186801;3085636;186803;572511;40520;411459
k79_91024	
k79_42988	2;976;200643;171549;815;816;28111
k79_91025	2;976;200643;171549;815;816;818
k79_79080	2;201174;1760;85006;1268;2078575;1618207
k79_42989	2;1239;186801;3085636;186803;572511;418240;1121115
k79_42990	2;1239;186801;3085636;186803;841;1261635
k79_91026	2;976;200643;171549;815;816;818
k79_66723	2;976;1853228;1853229;563835;354354;354356;700598
k79_6518	2;1239;186801;186802;216572;216851
k79_30511	2;976;200643;171549;815;909656;821
k79_42991	2;976;200643;171549;815;816;47678
k79_79081	2;1239;526524;526525;2810280;2678885;1982626
k79_66724	
k79_30512	
k79_6519	2;1239;186801;186802;216572;1263;1160721
k79_42992	2;74201;203494;48461;1647988;239934;239935
k79_79082	
k79_91027	2;1239;186801;3085636;186803;189330;88431
k79_6520	2;1239;186801;3085636;186803;572511;40520;411459
k79_79083	
k79_42993	2;976;117747;200666;84566;423349;1173583
k79_66725	2;1239;186801;3085636;186803;33042;410072
k79_79084	2;976;200643;171549;2005525;375288;823
k79_66726	2;976;200643;171549;815;816;28111
k79_30513	2;976;200643;171549;815;909656;387090
k79_66727	2;976;200643;171549;171550;239759;214856
k79_18597	2;1239;186801;186802;216572;216851;853
k79_79085	
k79_66728	2;1239;186801;3085636;186803;189330;39486
k79_18598	2;1239;186801;3085636;186803;189330;39486
k79_79086	2;1239;186801;3085636;186803;2569097;39488
k79_18599	2;201174;1760;85004;31953;1678;1689
k79_66729	
k79_66730	
k79_30514	2;1239;186801;186802;216572;2892396;2714355
k79_79087	2;1239;526524;526525;2810280;2678885;1982626
k79_79088	
k79_66731	2;1239;186801;3085636;186803;572511;418240;1121115
k79_42994	2;1239;186801;3085636;186803;572511;418240;1121115
k79_66732	2;201174;1760;85004;31953;1678
k79_30515	
k79_42995	2;1239;186801;186802;216572;459786;2763056
k79_66733	2;201174;1760;85004;31953;1678;28026
k79_79089	2;976;200643;171549;2005525;375288;46503
k79_42996	2;201174;1760;85004;31953;1678;1680
k79_79090	2;1239;909932;1843488;909930;33024;33025
k79_18600	2;1239;186801;3085636;186803;189330;88431
k79_30516	2;976;200643;171549;815;909656;376805;667015
k79_6521	2;74201;203494;48461;1647988;239934;239935
k79_30517	2;1224;1236;135619;28256;204286;1055101
k79_42997	2;976;200643;171549;815;909656;821
k79_66734	
k79_6522	2;976;200643;171549;815;816
k79_79091	2;976;117743;200644;49546;237;1306519
k79_18601	2157;28890;183925;2158;2159;2172;2173
k79_42998	2;1239
k79_42999	
k79_6523	2;1239;186801;3082720;186804;1870884;1496
k79_6524	2;1239;186801;3085636;186803;572511;418240;1121115
k79_79092	2;1239;186801;3085636;186803;572511;418240;1121115
k79_18602	2;1239;186801;3085636;186803;2316020;33039
k79_30518	2;201174;1760;85004;31953;1678;1680
k79_43000	2;1239;186801;3085636;186803;189330;88431
k79_79093	
k79_18603	2;1224;1236;72274;135621;2901189;2830842
k79_43001	2;976;200643;171549;815;816;28111
k79_79094	
k79_43002	
k79_79095	2;1239;186801;3085636;186803;572511
k79_30519	2;976;200643;171549;2005525;375288;823
k79_79096	2;1239;186801;186802;216572;216851;853
k79_79097	2;1239;186801;3085636;186803;2316020;33038
k79_18604	2;1783272
k79_30520	2;1239;186801;186802;216572;216851;853
k79_79098	
k79_6525	2;976;200643;171549;815;816;818
k79_18605	2;1239;186801;3085636;186803;2569097;39488
k79_91028	
k79_6526	2;1239;186801;3085636;186803;1506553;29347
k79_79099	2;976;200643;171549;815;816;817
k79_91029	2;1239;186801;3085636;186803;2316020;46228;471875
k79_18606	2;1224;28211;3120395;433;1223423;661191
k79_30521	2;1239;186801;3085636;186803;2316020;33039;657313
k79_43003	2;976;200643;171549;171550;239759;328813;2585117
k79_79100	2;976;200643;171549;815;909656;821
k79_91030	2;1239;526524;526525;2810280;2678885;1982626
k79_18607	
k79_79101	
k79_91031	2;1239;186801;186802;216572;2892396;2714353
k79_79102	2;201174;1760;85004;31953;1678;1686;1150460
k79_30522	2;74201;203494;48461;1647988;239934;239935
k79_18608	2;1239;186801;186802;216572;216851;853
k79_18609	2;1239;186801;186802;216572;1263;1160721
k79_6527	2;1239;186801;3085636;186803;2316020;33039;657313
k79_43004	2;1239;186801;3085636;186803;2316020;46228;471875
k79_18610	2;1239;186801;186802;31979;1485;1042156
k79_79103	2;976;200643;171549;815;816;28111
k79_6528	2;976;200643;171549;2005525;375288;46503
k79_91032	2;1239;186801;186802;216572;216851;853
k79_6530	2;976;200643;171549;815;909656;821
k79_43005	2;1239;186801;3085636;186803;841;166486;657315
k79_91033	2;1239;186801;3085636;186803;1766253;39491;657318
k79_30523	2;74201;203494;48461;1647988;239934;239935
k79_79104	2;976;200643;171549;2005525;375288;46503
k79_91034	2;1224
k79_66735	2;1239;909932;1843488;909930;33024;33025
k79_30524	
k79_91035	2;976;200643;171549;2005525;375288;823
k79_6531	2;976;200643;171549;815;909656;821
k79_66736	
k79_30525	2;1239;186801;3085636;186803;1766253;39491
k79_79105	
k79_43006	2;1239;186801;3085636;186803;33042;410072
k79_66737	2;976;200643;171549;2005525;375288
k79_43007	2;1239;186801;3085636;186803;2569097;39488
k79_18611	
k79_79106	2;976;200643;171549;815;816;28111
k79_66738	2;1239;186801;3085636;186803;189330;88431
k79_18612	2;1239;186801;3085636;186803;33042;410072
k79_43008	2;1239;186801;3085636;186803;2569097;39488
k79_79107	2;201174;1760;85004;31953;1678;1686
k79_6532	2;1239;186801;186802;216572;2892396;2714353
k79_43009	2;1239;186801;186802;216572;292632;214851
k79_6533	2;1239;186801;186802;31979;1485;1522
k79_43010	
k79_18613	2;1239;526524;526525;2810280;2678885;1982626
k79_18614	2;1239;186801;186802;186806;1730;39496
k79_66739	
k79_91036	2;1224;28211;3120395;433;3097638;2984322
k79_91037	
k79_18615	2;976;200643;171549;171550;239759;1470347;1211813
k79_91038	2157;28890;183925;2158;2159;2172;2173
k79_18616	2157;28890;183925;2158;2159;2172;2173
k79_43011	2;976;200643;171549;815;909656;821
k79_91039	2;201174;1760;85004;31953;1678;1686;1150460
k79_55001	2;976;200643;171549;815;816;820
k79_18617	2;1239;186801;186802;216572;2591381;2093857
k79_55002	
k79_18618	
k79_6534	2;1239;909932;1843488;909930;33024;33025
k79_18619	2;1239;186801;3085636;186803;2316020;33038
k79_91040	
k79_6535	2;1239;526524;526525;2810280;2678885;1982626
k79_79108	2;1239;186801;3085636;186803;572511;418240;1121115
k79_91041	2;976;200643;171549;2005525;375288;823
k79_6536	2;976;200643;171549;815;816;28111
k79_43012	2;976;200643;171549;815;909656;821
k79_6537	2;1239;186801;3085636;186803;1766253;39491
k79_55003	2;201174;1760;85004;31953;1678;1683
k79_66740	2;1239;186801;3085636;186803;572511;418240;1121115
k79_91042	2;1239;186801;3085636;186803;189330;88431
k79_55004	
k79_43013	2;1239;186801;186802;216572;2892396;2714355
k79_55005	2;976;200643;171549;2005525;375288;823
k79_18620	2;1239;186801;3085636;186803;207244;649756
k79_91043	2;1239;186801;3085636;186803;2569097;39488
k79_43014	2;1239;186801;3085636;186803;2569097;39488
k79_18621	2;1239;186801;3085636;186803;207244;649756
k79_43015	2;1239;186801;3085636;186803;2316020;46228;471875
k79_55006	2;976;200643;171549;815;909656;821
k79_79109	2;1239;186801;3085636;186803;2316020;33039;657313
k79_18622	2;201174;1760;85004;31953;1678;1686;1150460
k79_43016	2;976;200643;171549;815;816;28111
k79_55007	
k79_30526	2;1239;186801;186802;216572
k79_66741	2;976;200643;171549;815;909656;821
k79_91044	
k79_43017	2;1239;186801;3085636;186803;207244;649756
k79_30527	2;1239;186801;3085636;186803;2569097;39488
k79_18625	
k79_43018	2;1239;526524;526525;2810280;2678885;1982626
k79_66742	
k79_79110	2;74201;203494;48461;1647988;239934;239935
k79_91045	2;976;200643;171549;815;909656;821
k79_66743	
k79_18626	2;201174;1760;85004;31953;1678;28026
k79_79111	2;201174;1760;85004;31953;1678;1686;1150460
k79_55008	2;976;200643;171549;815;816;338188
k79_18627	
k79_91046	
k79_79112	
k79_18628	2;1239;186801;3085636;186803;572511;40520;411459
k79_79113	
k79_91047	2;976;200643;171549;815;816;28111
k79_18629	2;1239;186801;3085636;186803;1766253;39491
k79_79114	2;1239;186801;3085636;186803;189330;39486
k79_79115	
k79_18630	2;976;200643;171549;815;909656;821
k79_18631	2;976;200643;171549;2005525;375288
k79_18632	2;1239;186801;186802;216572;1263;1160721
k79_18633	2;1239;186801;3085636;186803;33042;410072
k79_43019	2;1239;526524;526525;2810280;2678885;1982626
k79_18634	
k79_79116	2;1239;186801;3085636;186803;33042;410072
k79_91048	2;976;200643;171549;171550;239759;2585118
k79_43020	2;74201;203494;48461;1647988;239934;239935
k79_18635	
k79_30528	2;1239;186801;3085636;186803;1766253;39491
k79_18636	2;976;200643;171549;815;816;28111
k79_18638	2;1239;186801;3085636;186803;207244;649756
k79_91049	2;74201;203494;48461;1647988;239934;239935
k79_18639	2;1239;186801;3085636;186803;207244;649756
k79_30529	2;976;200643;171549;2005525;375288;823
k79_30530	
k79_18640	2;976;200643;171549;815;909656;821
k79_30531	2;1239;186801;3085636;186803;1766253;39491
k79_91050	2;1239;186801;186802;216572;1905344;1550024
k79_30532	2;1239;186801;3085636;186803;2316020;33039
k79_79117	2;1239;186801;3085636;186803;2316020
k79_30533	
k79_91051	
k79_43021	
k79_30534	2;201174;1760;85004;31953;1678;1680
k79_79118	2;976;200643;171549;815;816;817
k79_43022	
k79_18641	2;1239;186801;3085636;186803;1766253;39491
k79_91052	2;1239;526524;526525;2810280;2678885;1982626
k79_18642	
k79_91053	2;1239;186801;3085636;186803
k79_18643	2;976;200643;171549;2005525;375288
k79_79119	
k79_6538	2;976;200643;171549;815;909656;821
k79_30535	2;1239;186801;3085636;186803;2569097;39488
k79_30536	
k79_91054	2;976;200643;171549;171552;838;589436;1236517
k79_66744	2;1239;186801;186802;216572;459786;2763056
k79_30537	2;976;200643;171549;2005525;375288
k79_6539	2;1239;186801
k79_30538	
k79_79120	2;1239;186801;186802;216572;216851;2929490
k79_18644	2157;28890;183925;2158;2159;2172;2173
k79_6540	
k79_66747	2;1239;186801;186802;216572;2892397;2714358
k79_66748	
k79_6541	2;1239;186801;3085636;186803;2316020;46228;471875
k79_18645	2;1239;186801;3085636;186803;33042;116085
k79_66749	2;976;200643;171549;815;816;28111
k79_30539	2;1239;526524;526525;2810280;2678885;1982626
k79_6542	2;976;200643;171549;815;816;28111
k79_43023	2;976;200643;171549;815;909656;821
k79_30540	2;1239;186801;3085636;186803;572511;89014
k79_43024	2;976;200643;171549;815;816;28111
k79_66750	2;1239;186801;186802;216572;216851;853
k79_30541	2;1239;186801;3085636;186803;2316020;46228;471875
k79_43025	2;1239;186801;3085636;186803
k79_18646	2;1239;186801;186802;216572;1905344;1550024
k79_66751	2;1239;186801;3085636;186803;572511;418240;1121115
k79_6543	
k79_55009	2;976;200643;171549;815;816;820
k79_43026	2;1239;186801;3085636;186803;1766253;39491
k79_18647	2;1239;186801;3085636;186803;1506553;29347
k79_43027	
k79_30542	2157;28890;183925;2158;2159;2172;2173;420247
k79_18648	2;1239;909932;1843488;909930;33024;33025
k79_43028	2;976;200643;171549;815;816;674529
k79_6544	
k79_43029	
k79_79121	2;1239;186801;3085636;186803;2316020;33039;657313
k79_18649	
k79_6545	2;976;200643;171549;2005525;375288
k79_79122	2;1239;186801;186802;216572;216851;411483
k79_66752	2;1239;186801;186802;216572;292632;214851
k79_18650	2;976;200643;171549;815;816;47678
k79_79123	
k79_66753	2;976;200643;171549;2005525;375288;823
k79_91055	2;1239;186801;3085636;186803;207244;649756;649757
k79_18651	2;976;200643;171549;815;816;28111
k79_79124	
k79_43030	2;201174;1760;85004;31953;1678;1680
k79_18652	2;1239;186801;3085636;186803;2569097;39488
k79_43031	
k79_43032	2;201174;1760;85004;31953;1678;1680
k79_91056	2;976;200643;171549;171550;239759;214856
k79_55010	2;1239;186801;3085636;186803;572511;2479767
k79_43033	
k79_66754	2157;28890;183925;2158;2159;2172;2173
k79_91057	
k79_79125	2;1239
k79_6546	2;1239;526524;526525;2810280;135858;2478954
k79_79126	
k79_43034	
k79_79127	2;976;768503;768507;1853234;59740;387638
k79_55011	2;976;200643;171549;815;909656;821
k79_91058	2;1224
k79_6547	2;976;200643;171549;815
k79_18653	2;1239;186801;3085636;186803;1766253;39491;657318
k79_55012	2;1239;186801;3085636;186803;2316020;46228;471875
k79_79128	2;1239;186801
k79_91059	2;1239;186801;3085636;186803;2316020;46228;471875
k79_79129	2;976;200643;171549;815;816;28111
k79_91060	2;1239;186801;3085636;186803;841;166486;718255
k79_55014	2;1239;186801;3085636;186803;1766253;39491;657318
k79_91061	2;1239;186801;3085636;186803;2316020;33039
k79_30543	2;1239;186801;3085636;186803;33042;410072
k79_91062	2;1239;186801;186802;216572;216851;853
k79_55015	
k79_91063	
k79_43035	2;1239;186801;3085636;186803
k79_6548	2;1239;186801;186802;216572;2304691;1510
k79_55016	2;976;200643;171549;815;909656;821
k79_91064	2;976;200643;171549;2005525;375288;46503
k79_55017	2;1239;186801;186802;216572;216851
k79_43036	2;1239;186801;3085636;186803;572511;418240;1121115
k79_43037	2;1239;186801;3085636;186803;2316020;46228;471875
k79_55019	
k79_43038	2;1239;186801;3085636;186803;189330;39486
k79_91065	2;1239
k79_91066	2;1239;186801;3085636;186803
k79_55020	2;1239;186801;3085636;186803;189330;88431
k79_79130	2157;28890;183925;2158;2159;2172;2173;420247
k79_30544	2;976;200643;171549;815;816;28111
k79_18654	2;1239;186801;186802;216572;1263;657323
k79_43039	2;1239;186801;3085636;186803;2316020;46228;471875
k79_91067	2;1239;186801;3085636;186803;2569097;39488
k79_55021	2;1239;186801;3085636;186803;2569097;39488
k79_55022	2;976;200643;171549;2005525;375288;328812
k79_18655	
k79_43040	2;1239;526524;526525;2810280;2678885;1982626
k79_55023	2;976;200643;171549;815;909656;821
k79_43041	2;976;200643;171549;2005525;375288;823
k79_55024	2;1239;186801;186802;216572;292632;214851
k79_43042	2;976;200643;171549;2005525;375288;823
k79_30545	2;1239;186801;3085636;186803;189330;88431
k79_43043	2;1239;186801;186802;216572;1263;1160721
k79_91068	2;74201;203494;48461;1647988;239934;239935
k79_55025	2;1239;186801;186802;216572
k79_43044	
k79_91069	
k79_55026	2759;7711;40674;9443;9604;9605;9606
k79_91070	
k79_30546	2;201174;1760;85004;31953;1678;1686;1447716
k79_55027	
k79_18656	2;976;200643;171549;2005525;375288;823
k79_30547	2;1239;186801;3085636;186803;2569097;39488
k79_55028	2;1239;186801;3085636;186803;2316020;33039;657313
k79_30548	2;1239;186801;3085636;186803;207244;649756
k79_18657	2;1239;909932;909929;1843490;365348;484770
k79_30549	2;1239;186801;3085636;186803;2316020;46228;471875
k79_18658	
k79_55031	2;976;200643;171549;2005525;375288;46503
k79_91071	2157;28890;183925;2158;2159;2172;2173;420247
k79_18659	
k79_30550	2;1239;186801;186802;216572;946234;292800
k79_55032	2;976;200643;171549;2005519;397864;397865;880074
k79_91072	
k79_55033	
k79_55034	2;201174;84998;1643822;1643826;447020;446660;1384484
k79_91073	2;976;200643;171549;2005525;375288;823
k79_55035	2;976;200643;171549;171550;239759;2585118
k79_55036	
k79_91074	2;1239;186801;3085636;186803;2569097;39488
k79_18660	2;1239;186801;3085636;186803;2316020;46228;471875
k79_18661	2;1239;186801;3085636;186803;1766253;39491;657317
k79_43045	2;976;200643;171549;2005525;375288;823
k79_55038	2;1239;186801;3085636;186803
k79_55039	2;976;200643;171549;815;909656;821
k79_91075	2;1239;186801;3085636;186803;33042;410072
k79_79131	
k79_91076	2;1239;186801;3085636;186803;2316020;33039
k79_55040	2;976;200643;171549;2005525;375288;823
k79_43046	2;1239;186801;3085636;186803;841;301301
k79_30551	2;976;200643;171549;815;816;674529
k79_55041	2;1239;186801;3085636;186803;572511;2479767
k79_79132	
k79_55042	
k79_43047	2;1239;186801;186802;216572;216851;2929493
k79_55043	
k79_43048	2;1239;186801;3085636;186803;207244;649756
k79_30552	2;1239;186801;3085636;186803;189330;39486
k79_79133	2;1239;186801;186802;216572;2892396;2714355
k79_91077	2;201174;1760;85004;31953;1678;1686
k79_79134	
k79_55044	2;976;200643;171549;815;816;28111
k79_91078	
k79_91079	2;1239;186801;186802;216572;216851;2929493
k79_18662	2;1239;186801;3085636;186803;572511
k79_91080	2;1239;186801;3085636;186803;2316020;33039
k79_55045	2;1239;186801;3085636;186803;33042;410072
k79_55046	2;976;200643;171549;815;816;291645
k79_18663	2;1239;186801;3085636;186803;2316020;46228;471875
k79_18664	2;976;200643;171549;2005525;375288;823
k79_91081	2;976;200643;171549;815;816;820;997890
k79_55047	2157;28890;183925;2158;2159;2172;2173;420247
k79_91082	
k79_55048	2;1239;186801;3085636;186803;207244;649756
k79_18665	2;1239;186801;186802;216572;459786;2109687
k79_55049	2;1239;186801;3085636;186803;2316020;46228;471875
k79_55050	
k79_55052	
k79_43049	2;1239;186801;3085636;186803;572511
k79_30553	2;1239;909932;1843488;909930;33024;33025
k79_91083	2
k79_66755	2;976;200643;171549;815;816;820;997890
k79_43050	2;1239;186801;3085636;186803;572511;40520;411459
k79_91084	
k79_18666	
k79_55053	2;1239;186801;186802;216572;216851;853
k79_43051	
k79_30554	2;976;200643;171549;815;816;28111
k79_66756	2;976;200643;171549;2005525;375288;823
k79_43052	
k79_66757	2;201174;1760;85004;31953;1678;1680
k79_79135	2;1239;909932;1843488;909930;33024;33025
k79_30555	2;1239;186801;3085636;186803;2316020;46228;471875
k79_91085	2;976;200643;171549;815;816;28111
k79_30556	2;976;200643;171549;2005525;375288;46503
k79_91086	2;1239;186801;3085636;186803;2316020;33039
k79_66758	2;976;200643;171549;815;909656;821
k79_79136	2;1239;186801;3085636;186803;1766253;39491
k79_18667	
k79_91087	2;201174;1760;85004;31953;1678;1686
k79_55054	2;976;200643;171549;2005525;375288;823
k79_18668	2;1239;186801;186802;216572;1905344;1550024
k79_91088	
k79_18669	2;976;200643;171549;2005525;375288;46503
k79_18670	2;1239;186801;3085636;186803;189330;39486
k79_91090	2;1239;186801;3085636;186803;572511;418240;1121115
k79_55055	2;1239;186801;186802;216572;1263;657323
k79_18671	2;976;200643;171549;815;816;28111
k79_30557	
k79_18672	
k79_30558	2;1239;91061;186826;1300;1301;1335
k79_55056	
k79_18673	
k79_66759	2;1239;186801;3085636;186803;2719313;1531
k79_30559	
k79_66760	2;201174;1760;85004;31953;1678;1680
k79_30560	2;1224;28211;356;41294;374;2782654
k79_18674	2;1239;186801;3085636;186803;2811390;2681861
k79_66761	
k79_91091	2;201174;1760;85006;2805590;125287;2594265
k79_18675	2;1239;186801;3085636;186803;2316020;33039;657313
k79_66762	
k79_43053	2;1239;91061;1385;186817;1386;2014076
k79_18676	2;1239;186801;3085636;186803;572511;418240;1121115
k79_91092	2;1239;186801;3085636;186803;189330;39486
k79_66763	2;1239;186801;3085636;186803;2316020;33039;657313
k79_91093	2;1239;91061;1385;186817;1386
k79_66764	2;1239;186801;186802;216572;1263;1160721
k79_18677	2;976;200643;171549;2005525;375288;46503
k79_79137	2;1239;186801;186802;216572;216851;853
k79_43054	2;1239;186801;3085636;186803;33042;410072
k79_91094	2;1239;186801;3085636;186803;207244;649756
k79_18678	2;1239;186801;186802;216572;216851
k79_91095	
k79_18679	2;1239;186801;3085636;186803;572511;418240;1121115
k79_91096	2;1239;186801;3085636;186803;2569097;39488
k79_18680	2;1239;186801;186802;3047432;3047433;2086585
k79_79138	2;1239;186801;3085636;186803;33042;410072
k79_43055	2;976;117743;200644;49546;417127;398743;655815
k79_30562	2;1239;186801;3085636;186803;1766253;39491
k79_18681	2;1239;186801;186802;216572;216851
k79_79139	
k79_43056	2;1239;186801;3085636;186803;2316020;33039;657313
k79_30563	2;1239;186801;3085636;186803;2316020;33039;657313
k79_79140	2;1239;186801;3085636;186803;572511;418240;1121115
k79_18682	
k79_30564	
k79_79141	2;976;200643;171549;2005525;375288
k79_91097	2;1239;186801;186802;216572;216851
k79_30565	2;1239;186801;186802;216572;1263;1160721
k79_43057	2;1239
k79_79143	2;201174;1760;85004;31953;1678;1680
k79_91098	
k79_79144	2;1239;186801;186802;186806;1730;39496
k79_18683	2;976;200643;171549;2005525;375288;2951805
k79_79145	2;1239;186801;186802;216572;1263;1160721
k79_43058	2;1239;186801;3085636;186803;1766253;39491;657317
k79_43060	2;1239;186801;3085636;186803;572511;40520;657314
k79_18684	2;976;200643;171549;815;816;28111
k79_6549	2;976;200643;171549;815;816;820;997890
k79_91099	2;1239;186801;3085636;186803;207244;649756;649757
k79_66765	2;1239;186801
k79_79146	2;1239;186801;3085636;186803;1766253;39491;657317
k79_6550	2;1239;186801;3085636;186803;2316020;33039
k79_66766	2;1239;186801;3085636;186803;189330;39486
k79_79147	2;976;200643;171549;2005525;375288
k79_6551	
k79_91100	2;1239;526524;526525;2810280;2678885;1982626
k79_66767	
k79_6553	
k79_30566	2;1239;186801;3085636;186803;572511;418240;1121115
k79_66768	
k79_6554	2;976;200643;171549;2005525;375288;823
k79_30567	2;1239;526524;526525;2810280;2678885;1982626
k79_91101	2;1239;186801;3085636;186803;2569097;39488
k79_66769	2;1239;186801;186802;216572;216851;853;718252
k79_6555	
k79_66770	2;976;200643;171549;2005525;375288;823
k79_6556	
k79_91102	2;201174;1760;85004;31953;1678;1686
k79_91103	
k79_18685	2;976;200643;171549;2005525;375288;823
k79_79148	2;1239;186801;186802;216572;216851;2929489
k79_91104	2;1239;186801;3085636;186803;841;166486
k79_6557	2;1239;186801;3085636;186803;2316020;46228;471875
k79_66771	2;201174;1760;85004;31953;1678;1680
k79_6558	
k79_30568	2;1239;909932;1843488;909930;33024;33025
k79_79149	
k79_6559	2;1239;526524;526525;2810280;2678885;1982626
k79_91105	
k79_30569	2;976;200643;171549;2005525;375288;823
k79_79150	2;976;200643;171549;2005525;375288;46503
k79_55057	2;1239;186801;3085636;186803;841;1261634
k79_66772	2;1239;186801;3085636;186803;2316020;46228;471875
k79_30570	
k79_6560	2;1239;186801;3085636;186803;2316020;46228;471875
k79_55058	2;976;200643;171549;815;909656;821
k79_91106	2;1239;186801;3085636;186803;841;166486;718255
k79_6561	
k79_43061	2;1239;186801;186802;31979;1485;1716543
k79_30571	2;976;200643;171549;815;816;28111
k79_18686	2;1239;186801;3085636;186803;33042;410072
k79_6562	2;1239;186801;3085636;186803;2316020;46228;471875
k79_66773	
k79_43062	2;1239;186801;3085636;186803;2316020;33039;657313
k79_79151	
k79_91107	2;1239;186801;3085636;186803;2316020;46228;471875
k79_66774	
k79_43063	2;976;200643;171549;2005525;375288;46503
k79_6563	2;201174;1760;85006;1268;1663;2830999
k79_79152	2;1239;186801;186802;216572;292632;214851
k79_66775	
k79_91108	2;1239;186801;186802;216572;216851;2929489
k79_79153	
k79_30572	2157;28890;183925;2158;2159;2172;2173
k79_18687	
k79_55059	2;1239;186801;3085636;186803;572511;40520;411459
k79_30573	2;1239;909932;1843488;909930;33024;33025
k79_91109	
k79_55060	2;976;200643;171549;2005525;375288;823
k79_6564	2;1239;186801;186802;216572;216851;853
k79_18688	2;1239;186801;3085636;186803;2316020;33039;657313
k79_30574	2;1239;186801;3085636;186803;2316020;46228;471875
k79_55061	2;976;200643;171549;815;909656;821
k79_6565	2;1239;186801;3085636;186803;572511;418240;1121115
k79_30575	
k79_30576	
k79_66776	2;1239;186801;3085636;186803;189330;88431
k79_6566	
k79_55062	2;1239;186801;3085636;186803;189330;39486
k79_18689	2;1239;186801;3085636;186803;1506553;29347
k79_30577	2;1239;186801;3085636;186803;2316020;33039
k79_30578	2;1239;909932;1843488;909930;33024;33025
k79_43064	2;1239;186801;3082720;543314;1926556;1776384
k79_6567	2;1239;186801;3085636;186803;189330;39486
k79_30579	2;976;200643;171549;815;909656;821
k79_91110	2;1239;909932;1843488;909930;33024;33025
k79_6568	2;1239;186801;3085636;186803;572511
k79_43065	2;1239;186801;3085636;186803;189330;88431
k79_43066	
k79_43067	
k79_43068	2;1239;186801;3085636;186803;2316020;33039;657313
k79_66777	2;1239;186801;3085636;186803;2316020;33039;657313
k79_43069	
k79_66778	
k79_66779	2;1239;909932;1843488;909930;33024;33025
k79_91111	2;1239;186801;186802;216572;1263;1161942
k79_66780	
k79_91112	
k79_91113	2;1239;186801;3085636;186803;189330;88431
k79_66781	2;976;200643;171549;815;909656;821
k79_91114	2;1239;186801;186802;216572;216851
k79_43070	2;1224;28211;356;119045;186650;1882682
k79_66782	2;1239;186801;3085636;186803;2316020;46228;471875
k79_43071	
k79_66783	2;201174;1760;85004;31953;1678;1686
k79_66784	
k79_79154	2;976;200643;171549;815;816;28116
