name	radius	peak valley ratio	kind	bp	ncontigs	medoid
1282	None	None	loner	1329	1	k79_41749
1283	0.025	0.16	normal	1329	1	k79_50973
1284	None	None	loner	1329	1	k79_69114
1285	None	None	loner	1327	1	k79_95861
1286	None	None	loner	1324	1	k79_71351
1287	None	None	loner	1324	1	k79_26755
1288	None	None	loner	1323	1	k79_3536
1289	None	None	loner	1322	1	k79_52525
1290	None	None	loner	1320	1	k79_60396
1291	None	None	loner	1320	1	k79_79691
1292	None	None	loner	1319	1	k79_57557
1293	None	None	loner	1317	1	k79_92656
1294	None	None	loner	1315	1	k79_75589
1295	None	None	loner	1311	1	k79_61955
1296	None	None	loner	1311	1	k79_2421
1297	None	None	loner	1310	1	k79_3693
1298	None	None	loner	1310	1	k79_18346
1299	None	None	loner	1309	1	k79_1217
1300	None	None	loner	1308	1	k79_36313
1301	None	None	loner	1306	1	k79_89723
1302	None	None	loner	1305	1	k79_56331
1303	None	None	loner	1305	1	k79_66365
1304	None	None	loner	1304	1	k79_48878
1305	None	None	loner	1302	1	k79_55003
1306	None	None	loner	1302	1	k79_35990
1307	0.02	0.27	normal	1302	1	k79_11726
1308	None	None	loner	1302	1	k79_33299
1309	None	None	loner	1298	1	k79_15903
1310	None	None	loner	1297	1	k79_45698
1311	None	None	loner	1295	1	k79_92245
1312	None	None	loner	1294	1	k79_19307
1313	None	None	loner	1294	1	k79_1267
1314	0.07	0.23	normal	4654	4	k79_52637
1315	None	None	loner	1293	1	k79_76119
1316	0.07	0.02	normal	5702	5	k79_81121
1317	None	None	loner	1292	1	k79_94539
1318	None	None	loner	1291	1	k79_31028
1319	None	None	loner	1289	1	k79_46588
1320	None	None	loner	1288	1	k79_77015
1321	None	None	loner	1288	1	k79_85787
1322	None	None	loner	1284	1	k79_20490
1323	None	None	loner	1283	1	k79_28549
1324	None	None	loner	1283	1	k79_35218
1325	None	None	loner	1282	1	k79_32841
1326	None	None	loner	1280	1	k79_19344
1327	None	None	loner	1279	1	k79_62616
1328	None	None	loner	1279	1	k79_25316
1329	0.16	0.49	normal	191369	143	k79_75957
1330	None	None	loner	1278	1	k79_64802
1331	None	None	loner	1276	1	k79_84568
1332	None	None	loner	1276	1	k79_35590
1333	0.02	0.26	normal	1276	1	k79_24353
1334	None	None	loner	1275	1	k79_29703
1335	None	None	loner	1274	1	k79_7758
1336	None	None	loner	1274	1	k79_60963
1337	None	None	loner	1273	1	k79_43259
1338	None	None	loner	1272	1	k79_16511
1339	None	None	loner	1272	1	k79_81725
1340	None	None	loner	1270	1	k79_55430
1341	None	None	loner	1269	1	k79_6351
1342	None	None	loner	1269	1	k79_63340
1343	None	None	loner	1268	1	k79_95571
1344	None	None	loner	1266	1	k79_30395
1345	None	None	loner	1266	1	k79_76406
1346	None	None	loner	1266	1	k79_10410
1347	None	None	loner	1265	1	k79_31030
1348	None	None	loner	1265	1	k79_64019
1349	None	None	loner	1265	1	k79_6434
1350	None	None	loner	1265	1	k79_85513
1351	None	None	loner	1265	1	k79_20711
1352	0.105	0.0	normal	2294	2	k79_29392
1353	None	None	loner	1263	1	k79_83898
1354	None	None	loner	1262	1	k79_6344
1355	None	None	loner	1260	1	k79_15685
1356	None	None	loner	1260	1	k79_87620
1357	None	None	loner	1259	1	k79_13271
1358	None	None	loner	1259	1	k79_13855
1359	0.02	0.24	normal	1258	1	k79_20260
1360	None	None	loner	1257	1	k79_14708
1361	None	None	loner	1256	1	k79_67199
1362	None	None	loner	1255	1	k79_26917
1363	None	None	loner	1253	1	k79_46672
1364	None	None	loner	1252	1	k79_89860
1365	None	None	loner	1251	1	k79_48753
1366	None	None	loner	1250	1	k79_95734
1367	None	None	loner	1249	1	k79_14815
1368	0.065	0.03	normal	4771	4	k79_54704
1369	None	None	loner	1247	1	k79_6135
1370	None	None	loner	1246	1	k79_51130
1371	None	None	loner	1246	1	k79_65171
1372	None	None	loner	1246	1	k79_92441
1373	None	None	loner	1246	1	k79_48833
1374	None	None	loner	1246	1	k79_6257
1375	None	None	loner	1245	1	k79_29642
1376	None	None	loner	1244	1	k79_94746
1377	None	None	loner	1244	1	k79_11716
1378	0.06	0.0	normal	2296	2	k79_42348
1379	None	None	loner	1243	1	k79_75230
1380	None	None	loner	1243	1	k79_95821
1381	None	None	loner	1243	1	k79_4325
1382	None	None	loner	1242	1	k79_81070
1383	None	None	loner	1242	1	k79_42412
1384	None	None	loner	1242	1	k79_15792
1385	None	None	loner	1236	1	k79_95979
1386	None	None	loner	1236	1	k79_96063
1387	None	None	loner	1235	1	k79_91757
1388	None	None	loner	1235	1	k79_51663
1389	None	None	loner	1235	1	k79_570
1390	None	None	loner	1235	1	k79_76935
1391	None	None	loner	1235	1	k79_40223
1392	None	None	loner	1234	1	k79_50508
1393	0.08	0.46	normal	30839	22	k79_67470
1394	None	None	loner	1232	1	k79_46166
1395	None	None	loner	1231	1	k79_53884
1396	None	None	loner	1230	1	k79_254
1397	None	None	loner	1230	1	k79_45342
1398	None	None	loner	1229	1	k79_80336
1399	None	None	loner	1228	1	k79_92275
1400	None	None	loner	1227	1	k79_77450
1401	None	None	loner	1225	1	k79_89004
1402	None	None	loner	1224	1	k79_1606
1403	None	None	loner	1224	1	k79_31788
1404	None	None	loner	1223	1	k79_40019
1405	None	None	loner	1222	1	k79_56486
1406	None	None	loner	1222	1	k79_50527
1407	None	None	loner	1221	1	k79_37656
1408	None	None	loner	1221	1	k79_17480
1409	None	None	loner	1220	1	k79_20643
1410	None	None	loner	1218	1	k79_78161
1411	None	None	loner	1214	1	k79_34539
1412	None	None	loner	1214	1	k79_27144
1413	None	None	loner	1213	1	k79_72129
1414	None	None	loner	1213	1	k79_50038
1415	None	None	loner	1213	1	k79_515
1416	None	None	loner	1211	1	k79_95234
1417	None	None	loner	1210	1	k79_11863
1418	0.025	0.17	normal	1208	1	k79_62317
1419	0.02	0.26	normal	1207	1	k79_6160
1420	None	None	loner	1206	1	k79_60662
1421	None	None	loner	1206	1	k79_61994
1422	None	None	loner	1206	1	k79_65210
1423	None	None	loner	1205	1	k79_66160
1424	None	None	loner	1205	1	k79_267
1425	0.02	0.29	normal	1343	1	k79_88438
1426	0.045	0.01	normal	2348	2	k79_63505
1427	None	None	loner	1204	1	k79_18978
1428	0.07	0.0	normal	2388	2	k79_33757
1429	None	None	loner	1199	1	k79_69607
1430	None	None	loner	1198	1	k79_89252
1431	None	None	loner	1198	1	k79_70615
1432	None	None	loner	1197	1	k79_66341
1433	None	None	loner	1196	1	k79_75061
1434	None	None	loner	1196	1	k79_33482
1435	None	None	loner	1193	1	k79_24974
1436	None	None	loner	1192	1	k79_79288
1437	None	None	loner	1191	1	k79_16759
1438	None	None	loner	1191	1	k79_17008
1439	None	None	loner	1190	1	k79_17157
1440	None	None	loner	1190	1	k79_64004
1441	None	None	loner	1189	1	k79_75874
1442	None	None	loner	1189	1	k79_22195
1443	None	None	loner	1189	1	k79_36602
1444	None	None	loner	1189	1	k79_57117
1445	None	None	loner	1189	1	k79_10806
1446	None	None	loner	1188	1	k79_28982
1447	None	None	loner	1188	1	k79_81223
1448	None	None	loner	1188	1	k79_64078
1449	None	None	loner	1186	1	k79_8641
1450	None	None	loner	1184	1	k79_74586
1451	None	None	loner	1183	1	k79_10594
1452	None	None	loner	1183	1	k79_42817
1453	None	None	loner	1179	1	k79_56436
1454	None	None	loner	1176	1	k79_69428
1455	None	None	loner	1175	1	k79_50606
1456	None	None	loner	1174	1	k79_8776
1457	None	None	loner	1174	1	k79_93892
1458	None	None	loner	1174	1	k79_34641
1459	None	None	loner	1173	1	k79_68897
1460	0.02	0.21	normal	1173	1	k79_63304
1461	None	None	loner	1173	1	k79_92397
1462	None	None	loner	1169	1	k79_55204
1463	None	None	loner	1169	1	k79_79439
1464	None	None	loner	1167	1	k79_25320
1465	None	None	loner	1166	1	k79_80987
1466	None	None	loner	1166	1	k79_6136
1467	None	None	loner	1166	1	k79_14685
1468	None	None	loner	1163	1	k79_26955
1469	None	None	loner	1162	1	k79_40931
1470	None	None	loner	1162	1	k79_85188
1471	None	None	loner	1162	1	k79_21658
1472	0.06	0.0	normal	2229	2	k79_24860
1473	None	None	loner	1161	1	k79_87080
1474	None	None	loner	1161	1	k79_82568
1475	None	None	loner	1160	1	k79_8972
1476	0.025	0.16	normal	1160	1	k79_76931
1477	0.025	0.17	normal	1158	1	k79_40750
1478	None	None	loner	1157	1	k79_33124
1479	None	None	loner	1155	1	k79_75553
1480	None	None	loner	1155	1	k79_47935
1481	None	None	loner	1154	1	k79_60669
1482	None	None	loner	1154	1	k79_49735
1483	None	None	loner	1153	1	k79_90434
1484	None	None	loner	1153	1	k79_18503
1485	None	None	loner	1153	1	k79_34132
1486	None	None	loner	1153	1	k79_43654
1487	None	None	loner	1152	1	k79_33330
1488	0.05	0.25	normal	3277	3	k79_1188
1489	None	None	loner	1151	1	k79_9451
1490	0.025	0.17	normal	1150	1	k79_77206
1491	None	None	loner	1149	1	k79_3822
1492	None	None	loner	1148	1	k79_5552
1493	None	None	loner	1147	1	k79_5483
1494	None	None	loner	1147	1	k79_47222
1495	None	None	loner	1147	1	k79_20196
1496	None	None	loner	1146	1	k79_70715
1497	0.055	0.0	normal	2232	2	k79_17179
1498	None	None	loner	1146	1	k79_81543
1499	None	None	loner	1145	1	k79_40523
1500	None	None	loner	1145	1	k79_20984
1501	None	None	loner	1145	1	k79_20437
1502	None	None	loner	1144	1	k79_87619
1503	None	None	loner	1144	1	k79_86428
1504	None	None	loner	1143	1	k79_12986
1505	None	None	loner	1142	1	k79_84793
1506	0.07	0.0	normal	2171	2	k79_42752
1507	None	None	loner	1141	1	k79_25535
1508	None	None	loner	1140	1	k79_20060
1509	None	None	loner	1140	1	k79_77037
1510	None	None	loner	1139	1	k79_33768
1511	None	None	loner	1139	1	k79_31534
1512	None	None	loner	1139	1	k79_81182
1513	None	None	loner	1138	1	k79_22446
1514	None	None	loner	1136	1	k79_90071
1515	None	None	loner	1136	1	k79_24489
1516	0.02	0.27	normal	1133	1	k79_1003
1517	None	None	loner	1133	1	k79_31420
1518	None	None	loner	1133	1	k79_5127
1519	None	None	loner	1133	1	k79_3181
1520	None	None	loner	1133	1	k79_40343
1521	None	None	loner	1132	1	k79_31887
1522	None	None	loner	1131	1	k79_7592
1523	None	None	loner	1130	1	k79_84430
1524	None	None	loner	1130	1	k79_47385
1525	None	None	loner	1130	1	k79_83910
1526	None	None	loner	1129	1	k79_54432
1527	None	None	loner	1128	1	k79_44199
1528	None	None	loner	1127	1	k79_52634
1529	None	None	loner	1127	1	k79_74377
1530	0.1	0.0	normal	3502	3	k79_89233
1531	None	None	loner	1126	1	k79_33429
1532	None	None	loner	1125	1	k79_35855
1533	None	None	loner	1125	1	k79_29786
1534	None	None	loner	1124	1	k79_61068
1535	None	None	loner	1122	1	k79_11650
1536	None	None	loner	1122	1	k79_63765
1537	None	None	loner	1121	1	k79_57032
1538	None	None	loner	1121	1	k79_44822
1539	None	None	loner	1120	1	k79_55547
1540	None	None	loner	1120	1	k79_19700
1541	None	None	loner	1120	1	k79_58244
1542	None	None	loner	1119	1	k79_5038
1543	None	None	loner	1119	1	k79_4484
1544	None	None	loner	1117	1	k79_28170
1545	None	None	loner	1116	1	k79_2542
1546	None	None	loner	1116	1	k79_9266
1547	None	None	loner	1115	1	k79_16767
1548	None	None	loner	1115	1	k79_25747
1549	None	None	loner	1113	1	k79_35680
1550	None	None	loner	1113	1	k79_84560
1551	None	None	loner	1113	1	k79_85231
1552	None	None	loner	1110	1	k79_82492
1553	None	None	loner	1109	1	k79_10266
1554	None	None	loner	1109	1	k79_25252
1555	None	None	loner	1108	1	k79_74256
1556	0.05	0.26	normal	2131	2	k79_64954
1557	None	None	loner	1108	1	k79_91227
1558	0.025	0.18	normal	1108	1	k79_13997
1559	None	None	loner	1107	1	k79_19783
1560	None	None	loner	1106	1	k79_9663
1561	None	None	loner	1106	1	k79_73154
1562	None	None	loner	1106	1	k79_76538
1563	None	None	loner	1105	1	k79_57160
1564	None	None	loner	1105	1	k79_13516
1565	None	None	loner	1105	1	k79_33572
1566	None	None	loner	1104	1	k79_69762
1567	None	None	loner	1102	1	k79_3350
1568	None	None	loner	1101	1	k79_76819
1569	None	None	loner	1101	1	k79_61061
1570	None	None	loner	1100	1	k79_27376
1571	None	None	loner	1100	1	k79_34664
1572	None	None	loner	1099	1	k79_93123
1573	None	None	loner	1099	1	k79_81829
1574	None	None	loner	1098	1	k79_6004
1575	None	None	loner	1098	1	k79_12176
1576	None	None	loner	1098	1	k79_27275
1577	0.025	0.17	normal	1098	1	k79_79329
1578	None	None	loner	1097	1	k79_73048
1579	None	None	loner	1097	1	k79_75188
1580	0.02	0.44	normal	1096	1	k79_25155
1581	None	None	loner	1096	1	k79_42524
1582	None	None	loner	1095	1	k79_95398
1583	None	None	loner	1094	1	k79_22949
1584	None	None	loner	1094	1	k79_24116
1585	None	None	loner	1093	1	k79_67907
1586	None	None	loner	1091	1	k79_85317
1587	None	None	loner	1090	1	k79_41249
1588	0.025	0.18	normal	1090	1	k79_36892
1589	None	None	loner	1088	1	k79_19232
1590	None	None	loner	1086	1	k79_30143
1591	None	None	loner	1086	1	k79_50542
1592	None	None	loner	1083	1	k79_61429
1593	None	None	loner	1079	1	k79_39496
1594	None	None	loner	1079	1	k79_47496
1595	0.085	0.4	normal	12365	9	k79_89135
1596	None	None	loner	1078	1	k79_9055
1597	None	None	loner	1078	1	k79_61708
1598	None	None	loner	1077	1	k79_3300
1599	None	None	loner	1077	1	k79_82945
1600	None	None	loner	1076	1	k79_6372
1601	None	None	loner	1075	1	k79_59200
1602	0.055	0.04	normal	2354	2	k79_2502
1603	None	None	loner	1073	1	k79_4199
1604	None	None	loner	1073	1	k79_53412
1605	None	None	loner	1072	1	k79_28302
1606	None	None	loner	1072	1	k79_72488
1607	None	None	loner	1071	1	k79_65397
1608	None	None	loner	1071	1	k79_93646
1609	0.075	0.0	normal	3084	3	k79_92253
1610	None	None	loner	1070	1	k79_18732
1611	None	None	loner	1070	1	k79_78705
1612	None	None	loner	1069	1	k79_26059
1613	None	None	loner	1069	1	k79_53890
1614	None	None	loner	1069	1	k79_8714
1615	None	None	loner	1069	1	k79_69460
1616	0.1	0.0	normal	2086	2	k79_64271
1617	None	None	loner	1069	1	k79_57102
1618	None	None	loner	1069	1	k79_5890
1619	None	None	loner	1068	1	k79_74839
1620	None	None	loner	1068	1	k79_59813
1621	None	None	loner	1068	1	k79_8470
1622	None	None	loner	1066	1	k79_85194
1623	None	None	loner	1065	1	k79_51046
1624	None	None	loner	1065	1	k79_90413
1625	None	None	loner	1062	1	k79_84033
1626	None	None	loner	1062	1	k79_64803
1627	None	None	loner	1060	1	k79_87727
1628	None	None	loner	1060	1	k79_62392
1629	None	None	loner	1060	1	k79_22639
1630	None	None	loner	1059	1	k79_91779
1631	None	None	loner	1059	1	k79_81034
1632	None	None	loner	1058	1	k79_26104
1633	None	None	loner	1058	1	k79_21640
1634	None	None	loner	1058	1	k79_11398
1635	None	None	loner	1058	1	k79_71830
1636	None	None	loner	1057	1	k79_79701
1637	None	None	loner	1057	1	k79_11279
1638	None	None	loner	1057	1	k79_40666
1639	None	None	loner	1057	1	k79_51862
1640	None	None	loner	1056	1	k79_59066
1641	None	None	loner	1056	1	k79_50650
1642	None	None	loner	1055	1	k79_30367
1643	None	None	loner	1054	1	k79_30177
1644	None	None	loner	1054	1	k79_84428
1645	None	None	loner	1054	1	k79_39491
1646	None	None	loner	1054	1	k79_65530
1647	None	None	loner	1053	1	k79_51981
1648	None	None	loner	1053	1	k79_44498
1649	None	None	loner	1053	1	k79_86890
1650	None	None	loner	1052	1	k79_18555
1651	None	None	loner	1051	1	k79_24650
1652	None	None	loner	1051	1	k79_41509
1653	None	None	loner	1050	1	k79_21891
1654	None	None	loner	1048	1	k79_72470
1655	None	None	loner	1047	1	k79_55962
1656	0.02	0.27	normal	1047	1	k79_74050
1657	None	None	loner	1045	1	k79_18657
1658	None	None	loner	1044	1	k79_51378
1659	None	None	loner	1043	1	k79_10952
1660	None	None	loner	1042	1	k79_502
1661	None	None	loner	1041	1	k79_73632
1662	None	None	loner	1040	1	k79_85300
1663	None	None	loner	1039	1	k79_56017
1664	None	None	loner	1038	1	k79_28304
1665	None	None	loner	1038	1	k79_68180
1666	None	None	loner	1038	1	k79_29812
1667	None	None	loner	1037	1	k79_42635
1668	None	None	loner	1037	1	k79_63685
1669	None	None	loner	1037	1	k79_70442
1670	None	None	loner	1036	1	k79_3434
1671	None	None	loner	1036	1	k79_25552
1672	0.02	0.27	normal	1035	1	k79_94627
1673	None	None	loner	1034	1	k79_64157
1674	None	None	loner	1034	1	k79_27328
1675	None	None	loner	1033	1	k79_89874
1676	None	None	loner	1032	1	k79_1803
1677	None	None	loner	1032	1	k79_32774
1678	None	None	loner	1031	1	k79_79041
1679	None	None	loner	1031	1	k79_31267
1680	None	None	loner	1030	1	k79_26027
1681	None	None	loner	1030	1	k79_17271
1682	None	None	loner	1030	1	k79_29040
1683	None	None	loner	1030	1	k79_5165
1684	None	None	loner	1028	1	k79_36241
1685	None	None	loner	1027	1	k79_76219
1686	None	None	loner	1026	1	k79_59928
1687	0.05	0.14	normal	2278	2	k79_81718
1688	None	None	loner	1026	1	k79_27302
1689	None	None	loner	1026	1	k79_87436
1690	None	None	loner	1024	1	k79_51317
1691	None	None	loner	1024	1	k79_12640
1692	None	None	loner	1024	1	k79_59057
1693	0.025	0.18	normal	1024	1	k79_68568
1694	None	None	loner	1023	1	k79_86448
1695	None	None	loner	1023	1	k79_90665
1696	None	None	loner	1023	1	k79_19295
1697	None	None	loner	1022	1	k79_41452
1698	None	None	loner	1021	1	k79_59733
1699	None	None	loner	1021	1	k79_75176
1700	None	None	loner	1020	1	k79_61807
1701	None	None	loner	1020	1	k79_69169
1702	None	None	loner	1020	1	k79_55787
1703	None	None	loner	1019	1	k79_36187
1704	None	None	loner	1019	1	k79_63666
1705	None	None	loner	1017	1	k79_84677
1706	None	None	loner	1017	1	k79_57529
1707	None	None	loner	1015	1	k79_55734
1708	None	None	loner	1015	1	k79_47007
1709	None	None	loner	1014	1	k79_40327
1710	None	None	loner	1014	1	k79_44915
1711	None	None	loner	1014	1	k79_47995
1712	None	None	loner	1014	1	k79_13199
1713	None	None	loner	1013	1	k79_13607
1714	None	None	loner	1013	1	k79_56879
1715	None	None	loner	1013	1	k79_37263
1716	None	None	loner	1013	1	k79_5403
1717	None	None	loner	1012	1	k79_21168
1718	None	None	loner	1012	1	k79_68943
1719	None	None	loner	1011	1	k79_36847
1720	None	None	loner	1011	1	k79_66831
1721	None	None	loner	1011	1	k79_87500
1722	None	None	loner	1011	1	k79_24475
1723	None	None	loner	1011	1	k79_36611
1724	None	None	loner	1011	1	k79_148
1725	None	None	loner	1010	1	k79_84360
1726	None	None	loner	1010	1	k79_24798
1727	None	None	loner	1010	1	k79_94342
1728	None	None	loner	1010	1	k79_49794
1729	None	None	loner	1009	1	k79_34109
1730	None	None	loner	1009	1	k79_2686
1731	None	None	loner	1008	1	k79_2116
1732	None	None	loner	1007	1	k79_62537
1733	None	None	loner	1007	1	k79_13555
1734	None	None	loner	1006	1	k79_9314
1735	None	None	loner	1006	1	k79_25656
1736	None	None	loner	1006	1	k79_21997
1737	None	None	loner	1004	1	k79_5320
1738	None	None	loner	1004	1	k79_12501
1739	None	None	loner	1004	1	k79_7767
1740	None	None	loner	1003	1	k79_3992
1741	None	None	loner	1003	1	k79_42411
1742	None	None	loner	1003	1	k79_75082
1743	None	None	loner	1003	1	k79_5985
1744	None	None	loner	1002	1	k79_2395
1745	None	None	loner	1002	1	k79_92190
1746	None	None	loner	8545	1	k79_74468
1747	0.025	0.11	normal	5030	1	k79_81079
1748	None	None	loner	3176	1	k79_38707
1749	None	None	loner	2679	1	k79_61168
1750	None	None	loner	2524	1	k79_94575
1751	None	None	loner	2523	1	k79_77022
1752	None	None	loner	2162	1	k79_16718
1753	None	None	loner	2009	1	k79_47099
1754	None	None	loner	1893	1	k79_69384
1755	None	None	loner	1864	1	k79_85916
1756	0.045	0.19	normal	3204	2	k79_77640
1757	0.12	0.01	normal	12406	9	k79_7068
1758	None	None	loner	1735	1	k79_45717
1759	0.06	None	fallback	161879	35	k79_67196
1760	0.035	0.24	normal	12631	2	k79_92080
1761	0.06	None	fallback	16260	3	k79_48832
1762	0.06	None	fallback	19952	4	k79_14230
1763	0.06	None	fallback	18635	7	k79_87975
1764	0.06	None	fallback	15606	3	k79_4410
1765	0.04	0.52	normal	23522	9	k79_45763
1766	0.295	0.06	normal	724321	395	k79_52864
1767	0.06	None	fallback	10502	4	k79_10065
1768	0.02	0.54	normal	4333	1	k79_40904
1769	0.06	None	fallback	6678	3	k79_8865
1770	0.06	None	fallback	7376	3	k79_49680
1771	0.03	0.45	normal	4192	2	k79_66799
1772	0.115	0.43	normal	9516	7	k79_40520
1773	0.05	0.01	normal	3823	2	k79_94394
1774	0.02	0.24	normal	1786	1	k79_7784
1775	None	None	loner	1642	1	k79_64368
1776	0.02	0.51	normal	1639	1	k79_10988
1777	0.02	0.38	normal	1619	1	k79_92153
1778	0.02	0.41	normal	1438	1	k79_23982
1779	None	None	loner	1379	1	k79_52349
1780	None	None	loner	1362	1	k79_54580
1781	None	None	loner	1353	1	k79_19011
1782	None	None	loner	1327	1	k79_21511
1783	None	None	loner	1305	1	k79_33630
1784	None	None	loner	1247	1	k79_73552
1785	None	None	loner	1241	1	k79_39220
1786	None	None	loner	1233	1	k79_2269
1787	None	None	loner	1222	1	k79_82224
1788	None	None	loner	1204	1	k79_30782
1789	0.025	0.16	normal	1200	1	k79_84344
1790	0.1	0.0	normal	2153	2	k79_33285
1791	None	None	loner	1087	1	k79_1593
1792	None	None	loner	1060	1	k79_74631
1793	None	None	loner	1054	1	k79_49798
1794	None	None	loner	1009	1	k79_84979
