k79_709 flag=1 multi=12.0000 len=1328	ERR011347_MEGAHIT_TaxVamb.1000
k79_42734 flag=1 multi=9.0000 len=4945	ERR011347_MEGAHIT_TaxVamb.26
k79_72113 flag=1 multi=8.0000 len=2584	ERR011347_MEGAHIT_TaxVamb.270
k79_90293 flag=1 multi=11.0000 len=2582	ERR011347_MEGAHIT_TaxVamb.271
k79_11665 flag=1 multi=12.0000 len=2568	ERR011347_MEGAHIT_TaxVamb.272
k79_34287 flag=1 multi=4.0000 len=2566	ERR011347_MEGAHIT_TaxVamb.273
k79_43749 flag=1 multi=6.0000 len=1315	ERR011347_MEGAHIT_TaxVamb.274
k79_59021 flag=1 multi=4.0000 len=1165	ERR011347_MEGAHIT_TaxVamb.274
k79_51614 flag=1 multi=7.0000 len=1329	ERR011347_MEGAHIT_TaxVamb.274
k79_34128 flag=1 multi=6.0000 len=1032	ERR011347_MEGAHIT_TaxVamb.274
k79_92899 flag=1 multi=6.0000 len=1182	ERR011347_MEGAHIT_TaxVamb.274
k79_66608 flag=1 multi=6.0000 len=2512	ERR011347_MEGAHIT_TaxVamb.274
k79_46854 flag=1 multi=6.0000 len=1610	ERR011347_MEGAHIT_TaxVamb.274
k79_75561 flag=1 multi=6.0000 len=1072	ERR011347_MEGAHIT_TaxVamb.274
k79_37985 flag=1 multi=5.0000 len=1308	ERR011347_MEGAHIT_TaxVamb.274
k79_92395 flag=1 multi=8.0000 len=1266	ERR011347_MEGAHIT_TaxVamb.274
k79_57359 flag=1 multi=5.0000 len=1043	ERR011347_MEGAHIT_TaxVamb.274
k79_85874 flag=1 multi=5.0000 len=1284	ERR011347_MEGAHIT_TaxVamb.274
k79_57887 flag=1 multi=6.0000 len=1619	ERR011347_MEGAHIT_TaxVamb.274
k79_84973 flag=1 multi=5.0000 len=1082	ERR011347_MEGAHIT_TaxVamb.274
k79_76613 flag=1 multi=6.0000 len=1110	ERR011347_MEGAHIT_TaxVamb.274
k79_8497 flag=1 multi=6.0000 len=1505	ERR011347_MEGAHIT_TaxVamb.274
k79_55494 flag=1 multi=5.0000 len=1216	ERR011347_MEGAHIT_TaxVamb.274
k79_21144 flag=1 multi=6.0000 len=1357	ERR011347_MEGAHIT_TaxVamb.274
k79_52429 flag=1 multi=5.0000 len=1092	ERR011347_MEGAHIT_TaxVamb.274
k79_20813 flag=1 multi=11.0000 len=2551	ERR011347_MEGAHIT_TaxVamb.275
k79_47069 flag=1 multi=6.0000 len=2545	ERR011347_MEGAHIT_TaxVamb.276
k79_36223 flag=1 multi=8.0000 len=2545	ERR011347_MEGAHIT_TaxVamb.277
k79_33426 flag=1 multi=9.0000 len=2539	ERR011347_MEGAHIT_TaxVamb.278
k79_42601 flag=1 multi=9.0000 len=2538	ERR011347_MEGAHIT_TaxVamb.279
k79_58875 flag=1 multi=12.0000 len=4906	ERR011347_MEGAHIT_TaxVamb.27
k79_59585 flag=1 multi=9.0000 len=2538	ERR011347_MEGAHIT_TaxVamb.280
k79_21561 flag=1 multi=7.0000 len=2519	ERR011347_MEGAHIT_TaxVamb.281
k79_58803 flag=1 multi=7.0000 len=2497	ERR011347_MEGAHIT_TaxVamb.282
k79_51009 flag=1 multi=9.0000 len=2494	ERR011347_MEGAHIT_TaxVamb.283
k79_71592 flag=1 multi=8.0000 len=1464	ERR011347_MEGAHIT_TaxVamb.284
k79_71094 flag=1 multi=8.0000 len=1386	ERR011347_MEGAHIT_TaxVamb.284
k79_86770 flag=1 multi=6.0000 len=2159	ERR011347_MEGAHIT_TaxVamb.284
k79_14176 flag=1 multi=8.0000 len=1324	ERR011347_MEGAHIT_TaxVamb.284
k79_69543 flag=1 multi=8.0000 len=1238	ERR011347_MEGAHIT_TaxVamb.284
k79_81012 flag=1 multi=7.0000 len=1742	ERR011347_MEGAHIT_TaxVamb.284
k79_11252 flag=1 multi=7.0000 len=1897	ERR011347_MEGAHIT_TaxVamb.284
k79_47828 flag=1 multi=8.0000 len=1480	ERR011347_MEGAHIT_TaxVamb.284
k79_38966 flag=1 multi=5.0000 len=1413	ERR011347_MEGAHIT_TaxVamb.284
k79_5595 flag=1 multi=8.0000 len=2005	ERR011347_MEGAHIT_TaxVamb.284
k79_68367 flag=1 multi=8.0000 len=2492	ERR011347_MEGAHIT_TaxVamb.284
k79_33724 flag=1 multi=9.0000 len=1978	ERR011347_MEGAHIT_TaxVamb.284
k79_87320 flag=1 multi=8.0000 len=1292	ERR011347_MEGAHIT_TaxVamb.284
k79_93779 flag=1 multi=9.0000 len=2251	ERR011347_MEGAHIT_TaxVamb.284
k79_67399 flag=1 multi=8.0000 len=1405	ERR011347_MEGAHIT_TaxVamb.284
k79_70659 flag=1 multi=7.0000 len=1203	ERR011347_MEGAHIT_TaxVamb.284
k79_50722 flag=1 multi=9.0000 len=2080	ERR011347_MEGAHIT_TaxVamb.284
k79_77082 flag=1 multi=6.0000 len=1327	ERR011347_MEGAHIT_TaxVamb.284
k79_79238 flag=1 multi=7.0000 len=1151	ERR011347_MEGAHIT_TaxVamb.284
k79_94083 flag=1 multi=8.0000 len=1512	ERR011347_MEGAHIT_TaxVamb.284
k79_32035 flag=1 multi=6.0000 len=1193	ERR011347_MEGAHIT_TaxVamb.284
k79_41176 flag=1 multi=8.0000 len=1025	ERR011347_MEGAHIT_TaxVamb.284
k79_5427 flag=1 multi=6.0000 len=1754	ERR011347_MEGAHIT_TaxVamb.284
k79_81709 flag=1 multi=6.0000 len=2487	ERR011347_MEGAHIT_TaxVamb.285
k79_41219 flag=1 multi=8.0000 len=1144	ERR011347_MEGAHIT_TaxVamb.286
k79_11561 flag=1 multi=7.0000 len=2007	ERR011347_MEGAHIT_TaxVamb.286
k79_78883 flag=1 multi=8.0000 len=2051	ERR011347_MEGAHIT_TaxVamb.286
k79_80217 flag=1 multi=8.0000 len=2486	ERR011347_MEGAHIT_TaxVamb.286
k79_83394 flag=1 multi=7.0000 len=2485	ERR011347_MEGAHIT_TaxVamb.287
k79_68410 flag=1 multi=8.0000 len=2483	ERR011347_MEGAHIT_TaxVamb.288
k79_27149 flag=1 multi=6.0000 len=2480	ERR011347_MEGAHIT_TaxVamb.289
k79_93414 flag=1 multi=11.0000 len=4847	ERR011347_MEGAHIT_TaxVamb.28
k79_10972 flag=1 multi=8.0000 len=2474	ERR011347_MEGAHIT_TaxVamb.290
k79_17395 flag=1 multi=6.0000 len=2471	ERR011347_MEGAHIT_TaxVamb.291
k79_52028 flag=1 multi=7.0000 len=2462	ERR011347_MEGAHIT_TaxVamb.292
k79_72418 flag=1 multi=8.0000 len=2456	ERR011347_MEGAHIT_TaxVamb.293
k79_41175 flag=1 multi=12.0000 len=2451	ERR011347_MEGAHIT_TaxVamb.294
k79_24224 flag=1 multi=9.0000 len=1742	ERR011347_MEGAHIT_TaxVamb.295
k79_48294 flag=1 multi=9.0000 len=2112	ERR011347_MEGAHIT_TaxVamb.295
k79_37290 flag=1 multi=8.0000 len=1881	ERR011347_MEGAHIT_TaxVamb.295
k79_89316 flag=1 multi=10.0000 len=2441	ERR011347_MEGAHIT_TaxVamb.295
k79_27564 flag=1 multi=9.0000 len=2438	ERR011347_MEGAHIT_TaxVamb.296
k79_33558 flag=1 multi=7.0000 len=1588	ERR011347_MEGAHIT_TaxVamb.297
k79_16216 flag=1 multi=8.0000 len=1105	ERR011347_MEGAHIT_TaxVamb.297
k79_19767 flag=1 multi=7.0000 len=1684	ERR011347_MEGAHIT_TaxVamb.297
k79_54613 flag=1 multi=5.0000 len=2301	ERR011347_MEGAHIT_TaxVamb.297
k79_21110 flag=1 multi=7.0000 len=1135	ERR011347_MEGAHIT_TaxVamb.297
k79_90100 flag=1 multi=7.0000 len=2433	ERR011347_MEGAHIT_TaxVamb.297
k79_66679 flag=1 multi=8.0000 len=1599	ERR011347_MEGAHIT_TaxVamb.297
k79_85599 flag=1 multi=7.0000 len=2092	ERR011347_MEGAHIT_TaxVamb.297
k79_63689 flag=1 multi=8.0000 len=1103	ERR011347_MEGAHIT_TaxVamb.297
k79_96021 flag=1 multi=7.0000 len=2431	ERR011347_MEGAHIT_TaxVamb.298
k79_34561 flag=1 multi=10.0000 len=2430	ERR011347_MEGAHIT_TaxVamb.299
k79_51910 flag=1 multi=8.0000 len=4767	ERR011347_MEGAHIT_TaxVamb.29
k79_18805 flag=1 multi=5.0000 len=3352	ERR011347_MEGAHIT_TaxVamb.2
k79_38731 flag=1 multi=7.0000 len=2747	ERR011347_MEGAHIT_TaxVamb.2
k79_62586 flag=1 multi=7.0000 len=2845	ERR011347_MEGAHIT_TaxVamb.2
k79_44062 flag=1 multi=5.0000 len=1703	ERR011347_MEGAHIT_TaxVamb.2
k79_19851 flag=1 multi=5.0000 len=2404	ERR011347_MEGAHIT_TaxVamb.2
k79_70669 flag=1 multi=6.0000 len=3579	ERR011347_MEGAHIT_TaxVamb.2
k79_49614 flag=1 multi=5.0000 len=3098	ERR011347_MEGAHIT_TaxVamb.2
k79_86623 flag=1 multi=8.0000 len=1022	ERR011347_MEGAHIT_TaxVamb.2
k79_81459 flag=1 multi=8.0000 len=2075	ERR011347_MEGAHIT_TaxVamb.2
k79_62216 flag=1 multi=6.0000 len=1875	ERR011347_MEGAHIT_TaxVamb.2
k79_33794 flag=1 multi=6.0000 len=1395	ERR011347_MEGAHIT_TaxVamb.2
k79_12501 flag=1 multi=6.0000 len=1202	ERR011347_MEGAHIT_TaxVamb.2
k79_81767 flag=1 multi=6.0000 len=3163	ERR011347_MEGAHIT_TaxVamb.2
k79_32836 flag=1 multi=5.0000 len=1093	ERR011347_MEGAHIT_TaxVamb.2
k79_21992 flag=1 multi=8.0000 len=1650	ERR011347_MEGAHIT_TaxVamb.2
k79_8524 flag=1 multi=6.0000 len=5642	ERR011347_MEGAHIT_TaxVamb.2
k79_42225 flag=1 multi=7.0000 len=2399	ERR011347_MEGAHIT_TaxVamb.2
k79_17150 flag=1 multi=6.0000 len=1437	ERR011347_MEGAHIT_TaxVamb.2
k79_10578 flag=1 multi=7.0000 len=4306	ERR011347_MEGAHIT_TaxVamb.2
k79_83148 flag=1 multi=5.0000 len=1093	ERR011347_MEGAHIT_TaxVamb.2
k79_10735 flag=1 multi=7.0000 len=5585	ERR011347_MEGAHIT_TaxVamb.2
k79_34319 flag=1 multi=6.0000 len=1003	ERR011347_MEGAHIT_TaxVamb.2
k79_29118 flag=1 multi=8.0000 len=1111	ERR011347_MEGAHIT_TaxVamb.2
k79_47088 flag=1 multi=6.0000 len=1620	ERR011347_MEGAHIT_TaxVamb.2
k79_51761 flag=1 multi=5.0000 len=1080	ERR011347_MEGAHIT_TaxVamb.2
k79_76913 flag=1 multi=9.0000 len=2278	ERR011347_MEGAHIT_TaxVamb.2
k79_84050 flag=1 multi=6.0000 len=1352	ERR011347_MEGAHIT_TaxVamb.2
k79_31257 flag=1 multi=6.0000 len=2476	ERR011347_MEGAHIT_TaxVamb.2
k79_82819 flag=1 multi=6.0000 len=4247	ERR011347_MEGAHIT_TaxVamb.2
k79_15803 flag=1 multi=8.0000 len=3211	ERR011347_MEGAHIT_TaxVamb.2
k79_73399 flag=1 multi=5.0000 len=2884	ERR011347_MEGAHIT_TaxVamb.2
k79_57690 flag=1 multi=7.0000 len=1018	ERR011347_MEGAHIT_TaxVamb.2
k79_5678 flag=1 multi=7.0000 len=4347	ERR011347_MEGAHIT_TaxVamb.2
k79_58894 flag=1 multi=7.0000 len=2969	ERR011347_MEGAHIT_TaxVamb.2
k79_59893 flag=1 multi=7.0000 len=6181	ERR011347_MEGAHIT_TaxVamb.2
k79_11117 flag=1 multi=6.0000 len=2952	ERR011347_MEGAHIT_TaxVamb.2
k79_66625 flag=1 multi=7.0000 len=3084	ERR011347_MEGAHIT_TaxVamb.2
k79_70736 flag=1 multi=6.0000 len=1203	ERR011347_MEGAHIT_TaxVamb.2
k79_45480 flag=1 multi=6.0000 len=2401	ERR011347_MEGAHIT_TaxVamb.2
k79_67639 flag=1 multi=5.0000 len=1093	ERR011347_MEGAHIT_TaxVamb.2
k79_72927 flag=1 multi=5.0000 len=1338	ERR011347_MEGAHIT_TaxVamb.2
k79_64781 flag=1 multi=7.0000 len=7493	ERR011347_MEGAHIT_TaxVamb.2
k79_78940 flag=1 multi=6.0000 len=6286	ERR011347_MEGAHIT_TaxVamb.2
k79_73136 flag=1 multi=5.0000 len=3264	ERR011347_MEGAHIT_TaxVamb.2
k79_6869 flag=1 multi=7.0000 len=2281	ERR011347_MEGAHIT_TaxVamb.2
k79_41682 flag=1 multi=6.8356 len=2196	ERR011347_MEGAHIT_TaxVamb.2
k79_11683 flag=1 multi=7.0000 len=2866	ERR011347_MEGAHIT_TaxVamb.2
k79_89684 flag=1 multi=7.0000 len=4701	ERR011347_MEGAHIT_TaxVamb.2
k79_81656 flag=1 multi=6.0000 len=1032	ERR011347_MEGAHIT_TaxVamb.2
k79_57687 flag=1 multi=5.0000 len=3389	ERR011347_MEGAHIT_TaxVamb.2
k79_52582 flag=1 multi=8.0000 len=1092	ERR011347_MEGAHIT_TaxVamb.2
k79_43718 flag=1 multi=6.0000 len=1837	ERR011347_MEGAHIT_TaxVamb.2
k79_27383 flag=1 multi=7.0000 len=2021	ERR011347_MEGAHIT_TaxVamb.2
k79_9455 flag=1 multi=5.0000 len=2408	ERR011347_MEGAHIT_TaxVamb.2
k79_34421 flag=1 multi=5.0000 len=3178	ERR011347_MEGAHIT_TaxVamb.2
k79_33922 flag=1 multi=6.0000 len=2846	ERR011347_MEGAHIT_TaxVamb.2
k79_20722 flag=1 multi=7.0000 len=5332	ERR011347_MEGAHIT_TaxVamb.2
k79_60161 flag=1 multi=6.0000 len=2825	ERR011347_MEGAHIT_TaxVamb.2
k79_80044 flag=1 multi=6.0000 len=2253	ERR011347_MEGAHIT_TaxVamb.2
k79_34629 flag=1 multi=7.0000 len=2683	ERR011347_MEGAHIT_TaxVamb.2
k79_86392 flag=1 multi=5.0000 len=1136	ERR011347_MEGAHIT_TaxVamb.2
k79_40870 flag=1 multi=7.0000 len=4265	ERR011347_MEGAHIT_TaxVamb.2
k79_3340 flag=1 multi=5.0000 len=1183	ERR011347_MEGAHIT_TaxVamb.2
k79_41702 flag=1 multi=6.0000 len=2814	ERR011347_MEGAHIT_TaxVamb.2
k79_42494 flag=1 multi=6.0000 len=2965	ERR011347_MEGAHIT_TaxVamb.2
k79_78524 flag=1 multi=7.0000 len=3494	ERR011347_MEGAHIT_TaxVamb.2
k79_43524 flag=1 multi=4.0000 len=1206	ERR011347_MEGAHIT_TaxVamb.2
k79_27004 flag=1 multi=5.0000 len=1917	ERR011347_MEGAHIT_TaxVamb.2
k79_62982 flag=1 multi=4.0000 len=1120	ERR011347_MEGAHIT_TaxVamb.2
k79_7668 flag=1 multi=6.0000 len=2295	ERR011347_MEGAHIT_TaxVamb.2
k79_90249 flag=1 multi=6.0000 len=1335	ERR011347_MEGAHIT_TaxVamb.2
k79_37816 flag=1 multi=6.0000 len=1061	ERR011347_MEGAHIT_TaxVamb.2
k79_29010 flag=1 multi=5.0000 len=1561	ERR011347_MEGAHIT_TaxVamb.2
k79_20190 flag=1 multi=7.0000 len=2831	ERR011347_MEGAHIT_TaxVamb.2
k79_86663 flag=1 multi=6.0000 len=1626	ERR011347_MEGAHIT_TaxVamb.2
k79_94437 flag=1 multi=7.0000 len=3951	ERR011347_MEGAHIT_TaxVamb.2
k79_59302 flag=1 multi=6.0000 len=1926	ERR011347_MEGAHIT_TaxVamb.2
k79_81977 flag=1 multi=6.0000 len=2116	ERR011347_MEGAHIT_TaxVamb.2
k79_1832 flag=1 multi=6.0000 len=1286	ERR011347_MEGAHIT_TaxVamb.2
k79_81065 flag=1 multi=5.0000 len=1075	ERR011347_MEGAHIT_TaxVamb.2
k79_22144 flag=1 multi=5.0000 len=1504	ERR011347_MEGAHIT_TaxVamb.2
k79_31263 flag=1 multi=5.0000 len=2023	ERR011347_MEGAHIT_TaxVamb.2
k79_31273 flag=1 multi=6.0000 len=5069	ERR011347_MEGAHIT_TaxVamb.2
k79_46972 flag=1 multi=6.0000 len=9400	ERR011347_MEGAHIT_TaxVamb.2
k79_38774 flag=1 multi=5.0000 len=1157	ERR011347_MEGAHIT_TaxVamb.2
k79_79825 flag=1 multi=6.0000 len=3030	ERR011347_MEGAHIT_TaxVamb.2
k79_35040 flag=1 multi=5.0000 len=1402	ERR011347_MEGAHIT_TaxVamb.2
k79_26222 flag=1 multi=6.0000 len=1593	ERR011347_MEGAHIT_TaxVamb.2
k79_71799 flag=1 multi=6.0000 len=2586	ERR011347_MEGAHIT_TaxVamb.2
k79_8246 flag=1 multi=6.0000 len=1391	ERR011347_MEGAHIT_TaxVamb.2
k79_70414 flag=1 multi=6.0000 len=3084	ERR011347_MEGAHIT_TaxVamb.2
k79_3863 flag=1 multi=5.0000 len=1938	ERR011347_MEGAHIT_TaxVamb.2
k79_5557 flag=1 multi=6.0000 len=4012	ERR011347_MEGAHIT_TaxVamb.2
k79_96510 flag=1 multi=6.0000 len=1757	ERR011347_MEGAHIT_TaxVamb.2
k79_33172 flag=1 multi=5.0000 len=1851	ERR011347_MEGAHIT_TaxVamb.2
k79_25094 flag=1 multi=6.0000 len=1204	ERR011347_MEGAHIT_TaxVamb.2
k79_70670 flag=1 multi=7.0000 len=2088	ERR011347_MEGAHIT_TaxVamb.2
k79_36134 flag=1 multi=6.0000 len=1438	ERR011347_MEGAHIT_TaxVamb.2
k79_41762 flag=1 multi=7.0000 len=2381	ERR011347_MEGAHIT_TaxVamb.2
k79_19021 flag=1 multi=6.0000 len=4106	ERR011347_MEGAHIT_TaxVamb.2
k79_45848 flag=1 multi=7.0000 len=4242	ERR011347_MEGAHIT_TaxVamb.2
k79_32455 flag=0 multi=6.0000 len=6591	ERR011347_MEGAHIT_TaxVamb.2
k79_15813 flag=1 multi=6.0000 len=2642	ERR011347_MEGAHIT_TaxVamb.2
k79_5004 flag=1 multi=6.0000 len=1841	ERR011347_MEGAHIT_TaxVamb.2
k79_30832 flag=1 multi=7.0000 len=5284	ERR011347_MEGAHIT_TaxVamb.2
k79_49174 flag=1 multi=8.0000 len=2145	ERR011347_MEGAHIT_TaxVamb.2
k79_32976 flag=1 multi=5.0000 len=1274	ERR011347_MEGAHIT_TaxVamb.2
k79_17183 flag=1 multi=8.0000 len=1958	ERR011347_MEGAHIT_TaxVamb.2
k79_69462 flag=1 multi=7.0000 len=1618	ERR011347_MEGAHIT_TaxVamb.2
k79_50842 flag=1 multi=6.0000 len=1092	ERR011347_MEGAHIT_TaxVamb.2
k79_37637 flag=1 multi=6.0000 len=1588	ERR011347_MEGAHIT_TaxVamb.2
k79_11099 flag=1 multi=6.0000 len=6038	ERR011347_MEGAHIT_TaxVamb.2
k79_55706 flag=1 multi=5.0000 len=1995	ERR011347_MEGAHIT_TaxVamb.2
k79_32483 flag=1 multi=7.0000 len=7605	ERR011347_MEGAHIT_TaxVamb.2
k79_11200 flag=1 multi=6.0000 len=7372	ERR011347_MEGAHIT_TaxVamb.2
k79_60190 flag=1 multi=6.0000 len=2434	ERR011347_MEGAHIT_TaxVamb.2
k79_96385 flag=1 multi=5.0000 len=1086	ERR011347_MEGAHIT_TaxVamb.2
k79_20598 flag=1 multi=5.8011 len=1663	ERR011347_MEGAHIT_TaxVamb.2
k79_77554 flag=1 multi=5.0000 len=2924	ERR011347_MEGAHIT_TaxVamb.2
k79_45378 flag=1 multi=4.0000 len=1171	ERR011347_MEGAHIT_TaxVamb.2
k79_77987 flag=1 multi=6.0000 len=1226	ERR011347_MEGAHIT_TaxVamb.2
k79_37316 flag=1 multi=6.0000 len=1319	ERR011347_MEGAHIT_TaxVamb.2
k79_10767 flag=1 multi=6.0000 len=1761	ERR011347_MEGAHIT_TaxVamb.2
k79_35827 flag=1 multi=6.0000 len=1621	ERR011347_MEGAHIT_TaxVamb.2
k79_17770 flag=1 multi=7.0000 len=1213	ERR011347_MEGAHIT_TaxVamb.2
k79_67670 flag=1 multi=8.0000 len=1973	ERR011347_MEGAHIT_TaxVamb.2
k79_10292 flag=1 multi=7.0000 len=15274	ERR011347_MEGAHIT_TaxVamb.2
k79_19326 flag=1 multi=6.0000 len=4246	ERR011347_MEGAHIT_TaxVamb.2
k79_22481 flag=1 multi=5.0000 len=1023	ERR011347_MEGAHIT_TaxVamb.2
k79_9843 flag=1 multi=5.0000 len=3422	ERR011347_MEGAHIT_TaxVamb.2
k79_75724 flag=1 multi=5.0000 len=1719	ERR011347_MEGAHIT_TaxVamb.2
k79_18905 flag=1 multi=6.0000 len=5282	ERR011347_MEGAHIT_TaxVamb.2
k79_65836 flag=1 multi=8.0000 len=3304	ERR011347_MEGAHIT_TaxVamb.2
k79_64616 flag=1 multi=8.0000 len=4212	ERR011347_MEGAHIT_TaxVamb.2
k79_73434 flag=1 multi=6.0000 len=1389	ERR011347_MEGAHIT_TaxVamb.2
k79_39011 flag=1 multi=5.0000 len=2386	ERR011347_MEGAHIT_TaxVamb.2
k79_46167 flag=1 multi=7.0000 len=4249	ERR011347_MEGAHIT_TaxVamb.2
k79_54236 flag=1 multi=7.0000 len=1879	ERR011347_MEGAHIT_TaxVamb.2
k79_20523 flag=1 multi=6.0000 len=1100	ERR011347_MEGAHIT_TaxVamb.2
k79_58558 flag=1 multi=6.0000 len=1591	ERR011347_MEGAHIT_TaxVamb.2
k79_50628 flag=1 multi=6.0000 len=1820	ERR011347_MEGAHIT_TaxVamb.2
k79_30006 flag=1 multi=5.0000 len=1916	ERR011347_MEGAHIT_TaxVamb.2
k79_44429 flag=1 multi=6.0000 len=1984	ERR011347_MEGAHIT_TaxVamb.2
k79_4184 flag=1 multi=8.0000 len=1766	ERR011347_MEGAHIT_TaxVamb.2
k79_57421 flag=1 multi=6.0000 len=3806	ERR011347_MEGAHIT_TaxVamb.2
k79_17919 flag=1 multi=6.0000 len=1024	ERR011347_MEGAHIT_TaxVamb.2
k79_59314 flag=1 multi=7.0000 len=3546	ERR011347_MEGAHIT_TaxVamb.2
k79_48525 flag=1 multi=6.0000 len=1782	ERR011347_MEGAHIT_TaxVamb.2
k79_26956 flag=1 multi=8.0000 len=2842	ERR011347_MEGAHIT_TaxVamb.2
k79_93333 flag=1 multi=6.0000 len=2280	ERR011347_MEGAHIT_TaxVamb.2
k79_1968 flag=1 multi=8.0000 len=1591	ERR011347_MEGAHIT_TaxVamb.2
k79_62517 flag=1 multi=6.0000 len=2210	ERR011347_MEGAHIT_TaxVamb.2
k79_82531 flag=1 multi=6.0000 len=2261	ERR011347_MEGAHIT_TaxVamb.2
k79_25090 flag=1 multi=6.0000 len=2810	ERR011347_MEGAHIT_TaxVamb.2
k79_14761 flag=1 multi=6.0000 len=1286	ERR011347_MEGAHIT_TaxVamb.2
k79_94421 flag=1 multi=5.0000 len=1516	ERR011347_MEGAHIT_TaxVamb.2
k79_33720 flag=1 multi=7.0000 len=1152	ERR011347_MEGAHIT_TaxVamb.2
k79_34543 flag=1 multi=7.0000 len=6587	ERR011347_MEGAHIT_TaxVamb.2
k79_23472 flag=1 multi=6.0000 len=1282	ERR011347_MEGAHIT_TaxVamb.2
k79_69100 flag=1 multi=5.0000 len=2376	ERR011347_MEGAHIT_TaxVamb.2
k79_45508 flag=1 multi=6.0000 len=1493	ERR011347_MEGAHIT_TaxVamb.2
k79_85948 flag=1 multi=6.0000 len=1399	ERR011347_MEGAHIT_TaxVamb.2
k79_7728 flag=1 multi=5.0000 len=1148	ERR011347_MEGAHIT_TaxVamb.2
k79_3048 flag=1 multi=6.0000 len=3226	ERR011347_MEGAHIT_TaxVamb.2
k79_73851 flag=1 multi=7.0000 len=5536	ERR011347_MEGAHIT_TaxVamb.2
k79_12119 flag=1 multi=7.0000 len=6153	ERR011347_MEGAHIT_TaxVamb.2
k79_76249 flag=1 multi=7.0000 len=1292	ERR011347_MEGAHIT_TaxVamb.2
k79_55325 flag=1 multi=5.0000 len=1757	ERR011347_MEGAHIT_TaxVamb.2
k79_74676 flag=1 multi=7.0000 len=2836	ERR011347_MEGAHIT_TaxVamb.2
k79_57513 flag=1 multi=5.0000 len=2104	ERR011347_MEGAHIT_TaxVamb.2
k79_24828 flag=1 multi=6.0000 len=2163	ERR011347_MEGAHIT_TaxVamb.2
k79_33229 flag=1 multi=7.0000 len=1453	ERR011347_MEGAHIT_TaxVamb.2
k79_25480 flag=1 multi=5.0000 len=1385	ERR011347_MEGAHIT_TaxVamb.2
k79_34793 flag=1 multi=7.0000 len=2757	ERR011347_MEGAHIT_TaxVamb.2
k79_92025 flag=1 multi=6.0000 len=2487	ERR011347_MEGAHIT_TaxVamb.2
k79_36780 flag=1 multi=6.0000 len=1193	ERR011347_MEGAHIT_TaxVamb.2
k79_87093 flag=1 multi=7.0000 len=1551	ERR011347_MEGAHIT_TaxVamb.2
k79_84213 flag=1 multi=6.0000 len=1487	ERR011347_MEGAHIT_TaxVamb.2
k79_15087 flag=1 multi=7.0000 len=2326	ERR011347_MEGAHIT_TaxVamb.2
k79_40046 flag=1 multi=8.0000 len=4090	ERR011347_MEGAHIT_TaxVamb.2
k79_23826 flag=1 multi=5.0000 len=1696	ERR011347_MEGAHIT_TaxVamb.2
k79_87991 flag=1 multi=6.0000 len=1234	ERR011347_MEGAHIT_TaxVamb.2
k79_20054 flag=1 multi=6.0000 len=2129	ERR011347_MEGAHIT_TaxVamb.2
k79_63762 flag=1 multi=6.0000 len=1892	ERR011347_MEGAHIT_TaxVamb.2
k79_15585 flag=1 multi=6.0000 len=1335	ERR011347_MEGAHIT_TaxVamb.2
k79_14715 flag=1 multi=6.0000 len=3112	ERR011347_MEGAHIT_TaxVamb.2
k79_80838 flag=1 multi=5.0000 len=1441	ERR011347_MEGAHIT_TaxVamb.2
k79_93822 flag=1 multi=6.0000 len=4416	ERR011347_MEGAHIT_TaxVamb.2
k79_48314 flag=1 multi=4.0000 len=1941	ERR011347_MEGAHIT_TaxVamb.2
k79_47640 flag=1 multi=7.0000 len=5212	ERR011347_MEGAHIT_TaxVamb.2
k79_11604 flag=1 multi=7.0000 len=1391	ERR011347_MEGAHIT_TaxVamb.2
k79_77957 flag=1 multi=6.0000 len=2126	ERR011347_MEGAHIT_TaxVamb.2
k79_92564 flag=1 multi=6.0000 len=1241	ERR011347_MEGAHIT_TaxVamb.2
k79_85705 flag=1 multi=8.0000 len=4057	ERR011347_MEGAHIT_TaxVamb.2
k79_73617 flag=1 multi=7.0000 len=1479	ERR011347_MEGAHIT_TaxVamb.2
k79_78223 flag=1 multi=6.0000 len=1202	ERR011347_MEGAHIT_TaxVamb.2
k79_56452 flag=1 multi=5.0000 len=1172	ERR011347_MEGAHIT_TaxVamb.2
k79_1001 flag=1 multi=8.0000 len=3124	ERR011347_MEGAHIT_TaxVamb.2
k79_86400 flag=1 multi=5.0000 len=1011	ERR011347_MEGAHIT_TaxVamb.2
k79_14651 flag=1 multi=6.0000 len=1192	ERR011347_MEGAHIT_TaxVamb.2
k79_28115 flag=1 multi=5.0000 len=2872	ERR011347_MEGAHIT_TaxVamb.2
k79_11694 flag=1 multi=5.0000 len=1407	ERR011347_MEGAHIT_TaxVamb.2
k79_76326 flag=1 multi=6.0000 len=1418	ERR011347_MEGAHIT_TaxVamb.2
k79_83538 flag=1 multi=7.0000 len=5610	ERR011347_MEGAHIT_TaxVamb.2
k79_13592 flag=1 multi=5.0000 len=1826	ERR011347_MEGAHIT_TaxVamb.2
k79_59356 flag=1 multi=5.0000 len=1800	ERR011347_MEGAHIT_TaxVamb.2
k79_32004 flag=1 multi=5.0000 len=1212	ERR011347_MEGAHIT_TaxVamb.2
k79_63923 flag=1 multi=5.0000 len=1770	ERR011347_MEGAHIT_TaxVamb.2
