k79_15973 flag=1 multi=6.0000 len=1009	ERR011349_MEGAHIT_TaxVamb.100
k79_18201 flag=1 multi=5.0000 len=2162	ERR011349_MEGAHIT_TaxVamb.12
k79_24963 flag=1 multi=12.0000 len=5619	ERR011349_MEGAHIT_TaxVamb.12
k79_14549 flag=1 multi=8.0000 len=1065	ERR011349_MEGAHIT_TaxVamb.12
k79_34347 flag=1 multi=22.0000 len=1526	ERR011349_MEGAHIT_TaxVamb.12
k79_20615 flag=1 multi=9.0000 len=1049	ERR011349_MEGAHIT_TaxVamb.12
k79_34120 flag=1 multi=13.0000 len=4164	ERR011349_MEGAHIT_TaxVamb.12
k79_20924 flag=1 multi=3.0000 len=1171	ERR011349_MEGAHIT_TaxVamb.12
k79_18875 flag=1 multi=7.0000 len=1180	ERR011349_MEGAHIT_TaxVamb.12
k79_35109 flag=1 multi=4.0000 len=1078	ERR011349_MEGAHIT_TaxVamb.12
k79_36719 flag=1 multi=4.0000 len=1529	ERR011349_MEGAHIT_TaxVamb.12
k79_32918 flag=1 multi=3.0000 len=1090	ERR011349_MEGAHIT_TaxVamb.12
k79_34974 flag=1 multi=8.0000 len=6099	ERR011349_MEGAHIT_TaxVamb.12
k79_13512 flag=1 multi=10.0000 len=3344	ERR011349_MEGAHIT_TaxVamb.12
k79_34949 flag=1 multi=7.0000 len=1278	ERR011349_MEGAHIT_TaxVamb.12
k79_17183 flag=1 multi=7.0000 len=1151	ERR011349_MEGAHIT_TaxVamb.12
k79_27420 flag=1 multi=10.0141 len=2854	ERR011349_MEGAHIT_TaxVamb.12
k79_2353 flag=1 multi=3.0000 len=1654	ERR011349_MEGAHIT_TaxVamb.12
k79_11801 flag=1 multi=20.0000 len=2169	ERR011349_MEGAHIT_TaxVamb.12
k79_24651 flag=1 multi=6.0000 len=1026	ERR011349_MEGAHIT_TaxVamb.12
k79_31225 flag=1 multi=4.0000 len=1135	ERR011349_MEGAHIT_TaxVamb.12
k79_22062 flag=1 multi=16.0000 len=1594	ERR011349_MEGAHIT_TaxVamb.12
k79_32857 flag=1 multi=7.0000 len=1915	ERR011349_MEGAHIT_TaxVamb.12
k79_25033 flag=1 multi=3.0000 len=1283	ERR011349_MEGAHIT_TaxVamb.12
k79_36330 flag=1 multi=7.0000 len=1091	ERR011349_MEGAHIT_TaxVamb.12
k79_32138 flag=1 multi=8.0000 len=1465	ERR011349_MEGAHIT_TaxVamb.12
k79_32496 flag=1 multi=12.0000 len=1517	ERR011349_MEGAHIT_TaxVamb.12
k79_11668 flag=1 multi=11.5347 len=1996	ERR011349_MEGAHIT_TaxVamb.12
k79_35207 flag=1 multi=13.0000 len=1221	ERR011349_MEGAHIT_TaxVamb.12
k79_5425 flag=1 multi=15.0649 len=2637	ERR011349_MEGAHIT_TaxVamb.12
k79_15202 flag=1 multi=12.0000 len=1113	ERR011349_MEGAHIT_TaxVamb.12
k79_17405 flag=1 multi=4.0000 len=1069	ERR011349_MEGAHIT_TaxVamb.12
k79_21086 flag=1 multi=6.0000 len=1132	ERR011349_MEGAHIT_TaxVamb.12
k79_30407 flag=1 multi=68.0000 len=2669	ERR011349_MEGAHIT_TaxVamb.12
k79_22338 flag=1 multi=6.0000 len=1423	ERR011349_MEGAHIT_TaxVamb.12
k79_6087 flag=1 multi=5.0000 len=1004	ERR011349_MEGAHIT_TaxVamb.12
k79_36281 flag=1 multi=8.0000 len=1022	ERR011349_MEGAHIT_TaxVamb.12
k79_33522 flag=1 multi=8.0000 len=1196	ERR011349_MEGAHIT_TaxVamb.12
k79_12765 flag=1 multi=11.0000 len=1988	ERR011349_MEGAHIT_TaxVamb.12
k79_12484 flag=1 multi=5.0000 len=1155	ERR011349_MEGAHIT_TaxVamb.12
k79_20843 flag=1 multi=4.0000 len=1602	ERR011349_MEGAHIT_TaxVamb.12
k79_16113 flag=1 multi=7.0000 len=1314	ERR011349_MEGAHIT_TaxVamb.12
k79_9684 flag=1 multi=9.0000 len=1327	ERR011349_MEGAHIT_TaxVamb.12
k79_20360 flag=1 multi=4.0000 len=1092	ERR011349_MEGAHIT_TaxVamb.12
k79_8500 flag=1 multi=4.0000 len=1212	ERR011349_MEGAHIT_TaxVamb.12
k79_23505 flag=1 multi=9.0000 len=5915	ERR011349_MEGAHIT_TaxVamb.12
k79_35359 flag=1 multi=11.0000 len=1167	ERR011349_MEGAHIT_TaxVamb.12
k79_34439 flag=1 multi=25.0000 len=1658	ERR011349_MEGAHIT_TaxVamb.12
k79_20926 flag=1 multi=4.0000 len=1630	ERR011349_MEGAHIT_TaxVamb.12
k79_36675 flag=1 multi=13.4270 len=1381	ERR011349_MEGAHIT_TaxVamb.12
k79_32133 flag=1 multi=5.0000 len=1100	ERR011349_MEGAHIT_TaxVamb.12
k79_32552 flag=1 multi=4.0000 len=1326	ERR011349_MEGAHIT_TaxVamb.12
k79_33916 flag=1 multi=5.0000 len=1041	ERR011349_MEGAHIT_TaxVamb.12
k79_7007 flag=1 multi=4.0000 len=1376	ERR011349_MEGAHIT_TaxVamb.12
k79_21329 flag=1 multi=7.1121 len=1230	ERR011349_MEGAHIT_TaxVamb.12
k79_9384 flag=1 multi=4.0000 len=1705	ERR011349_MEGAHIT_TaxVamb.12
k79_21724 flag=1 multi=14.0000 len=1534	ERR011349_MEGAHIT_TaxVamb.12
k79_1966 flag=1 multi=5.0000 len=1010	ERR011349_MEGAHIT_TaxVamb.12
k79_23788 flag=1 multi=7.0000 len=1720	ERR011349_MEGAHIT_TaxVamb.12
k79_2928 flag=1 multi=7.0000 len=1188	ERR011349_MEGAHIT_TaxVamb.12
k79_11252 flag=1 multi=6.0000 len=1156	ERR011349_MEGAHIT_TaxVamb.12
k79_30347 flag=1 multi=8.0000 len=1197	ERR011349_MEGAHIT_TaxVamb.12
k79_21978 flag=1 multi=7.0000 len=1178	ERR011349_MEGAHIT_TaxVamb.12
k79_26765 flag=1 multi=17.0000 len=3465	ERR011349_MEGAHIT_TaxVamb.12
k79_23441 flag=1 multi=11.0000 len=2565	ERR011349_MEGAHIT_TaxVamb.12
k79_29371 flag=1 multi=13.0000 len=1219	ERR011349_MEGAHIT_TaxVamb.12
k79_19008 flag=1 multi=8.0000 len=1555	ERR011349_MEGAHIT_TaxVamb.12
k79_33368 flag=1 multi=7.0000 len=1316	ERR011349_MEGAHIT_TaxVamb.12
k79_28373 flag=1 multi=7.0000 len=1093	ERR011349_MEGAHIT_TaxVamb.12
k79_22090 flag=1 multi=22.0442 len=2385	ERR011349_MEGAHIT_TaxVamb.12
k79_279 flag=1 multi=12.0000 len=3103	ERR011349_MEGAHIT_TaxVamb.12
k79_9621 flag=1 multi=4.0000 len=1194	ERR011349_MEGAHIT_TaxVamb.12
k79_10784 flag=1 multi=3.0000 len=1125	ERR011349_MEGAHIT_TaxVamb.12
k79_13372 flag=1 multi=8.0000 len=2173	ERR011349_MEGAHIT_TaxVamb.12
k79_34876 flag=1 multi=5.3907 len=1049	ERR011349_MEGAHIT_TaxVamb.12
k79_26875 flag=1 multi=3.0000 len=1183	ERR011349_MEGAHIT_TaxVamb.12
k79_5880 flag=1 multi=6.0000 len=1934	ERR011349_MEGAHIT_TaxVamb.12
k79_3038 flag=1 multi=10.0000 len=1521	ERR011349_MEGAHIT_TaxVamb.12
k79_18028 flag=1 multi=13.0000 len=1597	ERR011349_MEGAHIT_TaxVamb.12
k79_5676 flag=1 multi=14.0000 len=1356	ERR011349_MEGAHIT_TaxVamb.12
k79_27876 flag=1 multi=11.0000 len=8932	ERR011349_MEGAHIT_TaxVamb.12
k79_29430 flag=1 multi=3.0000 len=1009	ERR011349_MEGAHIT_TaxVamb.12
k79_4688 flag=1 multi=5.0000 len=1272	ERR011349_MEGAHIT_TaxVamb.12
k79_27410 flag=1 multi=5.0000 len=1419	ERR011349_MEGAHIT_TaxVamb.12
k79_21760 flag=1 multi=12.0000 len=1204	ERR011349_MEGAHIT_TaxVamb.12
k79_13640 flag=1 multi=26.0000 len=1159	ERR011349_MEGAHIT_TaxVamb.12
k79_5123 flag=1 multi=4.0000 len=1165	ERR011349_MEGAHIT_TaxVamb.12
k79_10045 flag=1 multi=3.0000 len=1050	ERR011349_MEGAHIT_TaxVamb.12
k79_11411 flag=1 multi=11.0000 len=1495	ERR011349_MEGAHIT_TaxVamb.12
k79_9092 flag=1 multi=8.0000 len=1453	ERR011349_MEGAHIT_TaxVamb.12
k79_6161 flag=1 multi=5.0000 len=1179	ERR011349_MEGAHIT_TaxVamb.12
k79_28345 flag=1 multi=6.0000 len=1157	ERR011349_MEGAHIT_TaxVamb.12
k79_12494 flag=1 multi=8.0000 len=1428	ERR011349_MEGAHIT_TaxVamb.12
k79_12553 flag=1 multi=9.0000 len=2211	ERR011349_MEGAHIT_TaxVamb.12
k79_35779 flag=1 multi=6.0000 len=1264	ERR011349_MEGAHIT_TaxVamb.12
k79_6688 flag=1 multi=5.0000 len=1024	ERR011349_MEGAHIT_TaxVamb.12
k79_2483 flag=1 multi=10.0000 len=1305	ERR011349_MEGAHIT_TaxVamb.12
k79_13388 flag=1 multi=4.0000 len=1552	ERR011349_MEGAHIT_TaxVamb.12
k79_7630 flag=1 multi=15.0000 len=1100	ERR011349_MEGAHIT_TaxVamb.12
k79_21406 flag=1 multi=7.0000 len=1464	ERR011349_MEGAHIT_TaxVamb.12
k79_36711 flag=1 multi=11.0000 len=1121	ERR011349_MEGAHIT_TaxVamb.12
k79_33897 flag=1 multi=6.0000 len=1092	ERR011349_MEGAHIT_TaxVamb.12
k79_6352 flag=1 multi=5.0000 len=1168	ERR011349_MEGAHIT_TaxVamb.12
k79_22919 flag=1 multi=5.0000 len=1752	ERR011349_MEGAHIT_TaxVamb.12
k79_5272 flag=1 multi=5.0000 len=1570	ERR011349_MEGAHIT_TaxVamb.12
k79_35367 flag=1 multi=6.0000 len=1038	ERR011349_MEGAHIT_TaxVamb.12
k79_834 flag=1 multi=7.0000 len=1162	ERR011349_MEGAHIT_TaxVamb.12
k79_10501 flag=1 multi=5.0000 len=1396	ERR011349_MEGAHIT_TaxVamb.12
k79_13907 flag=1 multi=4.0000 len=1377	ERR011349_MEGAHIT_TaxVamb.12
k79_24179 flag=1 multi=7.0000 len=1300	ERR011349_MEGAHIT_TaxVamb.12
k79_16613 flag=1 multi=6.0000 len=1480	ERR011349_MEGAHIT_TaxVamb.12
k79_32090 flag=1 multi=9.0000 len=1731	ERR011349_MEGAHIT_TaxVamb.12
k79_10929 flag=1 multi=4.0000 len=1004	ERR011349_MEGAHIT_TaxVamb.12
k79_26597 flag=1 multi=12.0000 len=3363	ERR011349_MEGAHIT_TaxVamb.12
k79_16924 flag=1 multi=7.0000 len=1081	ERR011349_MEGAHIT_TaxVamb.12
k79_538 flag=1 multi=8.0000 len=1025	ERR011349_MEGAHIT_TaxVamb.12
k79_10336 flag=1 multi=5.0000 len=1243	ERR011349_MEGAHIT_TaxVamb.12
k79_938 flag=1 multi=20.0000 len=2680	ERR011349_MEGAHIT_TaxVamb.12
k79_13061 flag=1 multi=5.0000 len=1071	ERR011349_MEGAHIT_TaxVamb.12
k79_28530 flag=1 multi=4.0000 len=1429	ERR011349_MEGAHIT_TaxVamb.12
k79_29417 flag=1 multi=8.0000 len=1036	ERR011349_MEGAHIT_TaxVamb.12
k79_23913 flag=1 multi=5.0000 len=1636	ERR011349_MEGAHIT_TaxVamb.12
k79_1322 flag=1 multi=6.0000 len=1162	ERR011349_MEGAHIT_TaxVamb.12
k79_33496 flag=1 multi=4.0000 len=1031	ERR011349_MEGAHIT_TaxVamb.12
k79_34540 flag=1 multi=16.0000 len=1000	ERR011349_MEGAHIT_TaxVamb.12
k79_10186 flag=1 multi=9.0000 len=2022	ERR011349_MEGAHIT_TaxVamb.12
k79_31216 flag=1 multi=5.0000 len=1096	ERR011349_MEGAHIT_TaxVamb.12
k79_19286 flag=1 multi=5.0000 len=1159	ERR011349_MEGAHIT_TaxVamb.12
k79_34019 flag=1 multi=7.0000 len=1633	ERR011349_MEGAHIT_TaxVamb.12
k79_31048 flag=1 multi=9.0000 len=1044	ERR011349_MEGAHIT_TaxVamb.12
k79_34056 flag=1 multi=10.0000 len=1227	ERR011349_MEGAHIT_TaxVamb.12
k79_23270 flag=1 multi=5.0000 len=1143	ERR011349_MEGAHIT_TaxVamb.12
k79_9172 flag=1 multi=15.0000 len=1095	ERR011349_MEGAHIT_TaxVamb.12
k79_20918 flag=1 multi=9.0000 len=2373	ERR011349_MEGAHIT_TaxVamb.12
k79_28456 flag=1 multi=10.0000 len=1106	ERR011349_MEGAHIT_TaxVamb.12
k79_32386 flag=1 multi=10.0000 len=1292	ERR011349_MEGAHIT_TaxVamb.12
k79_3664 flag=1 multi=5.0000 len=1307	ERR011349_MEGAHIT_TaxVamb.12
k79_16254 flag=1 multi=8.0000 len=1312	ERR011349_MEGAHIT_TaxVamb.12
k79_17155 flag=1 multi=4.0000 len=1116	ERR011349_MEGAHIT_TaxVamb.12
k79_6995 flag=1 multi=37.0000 len=2889	ERR011349_MEGAHIT_TaxVamb.12
k79_29209 flag=1 multi=7.0000 len=1791	ERR011349_MEGAHIT_TaxVamb.12
k79_20979 flag=1 multi=5.0000 len=1282	ERR011349_MEGAHIT_TaxVamb.12
k79_2369 flag=1 multi=3.0000 len=1412	ERR011349_MEGAHIT_TaxVamb.12
k79_22708 flag=1 multi=4.0000 len=1368	ERR011349_MEGAHIT_TaxVamb.12
k79_7353 flag=1 multi=4.0000 len=1151	ERR011349_MEGAHIT_TaxVamb.12
k79_21018 flag=1 multi=7.0000 len=1426	ERR011349_MEGAHIT_TaxVamb.12
k79_28325 flag=1 multi=23.3002 len=1778	ERR011349_MEGAHIT_TaxVamb.12
k79_3243 flag=1 multi=4.0000 len=1217	ERR011349_MEGAHIT_TaxVamb.12
k79_3629 flag=1 multi=7.0000 len=1469	ERR011349_MEGAHIT_TaxVamb.12
k79_29725 flag=1 multi=7.0000 len=1385	ERR011349_MEGAHIT_TaxVamb.12
k79_364 flag=1 multi=6.0000 len=1426	ERR011349_MEGAHIT_TaxVamb.12
k79_371 flag=1 multi=5.0000 len=1120	ERR011349_MEGAHIT_TaxVamb.12
k79_28390 flag=1 multi=4.0000 len=1115	ERR011349_MEGAHIT_TaxVamb.12
k79_15439 flag=1 multi=9.0000 len=1482	ERR011349_MEGAHIT_TaxVamb.12
k79_23269 flag=1 multi=7.0000 len=2329	ERR011349_MEGAHIT_TaxVamb.12
k79_27851 flag=1 multi=47.9513 len=2442	ERR011349_MEGAHIT_TaxVamb.12
k79_14085 flag=1 multi=5.0000 len=1340	ERR011349_MEGAHIT_TaxVamb.12
k79_20303 flag=1 multi=11.0000 len=2030	ERR011349_MEGAHIT_TaxVamb.12
k79_25513 flag=1 multi=18.0000 len=1763	ERR011349_MEGAHIT_TaxVamb.12
k79_36625 flag=1 multi=12.0000 len=1384	ERR011349_MEGAHIT_TaxVamb.12
k79_27650 flag=1 multi=8.0000 len=1060	ERR011349_MEGAHIT_TaxVamb.12
k79_28181 flag=1 multi=9.0000 len=1508	ERR011349_MEGAHIT_TaxVamb.12
k79_25698 flag=1 multi=4.0000 len=1092	ERR011349_MEGAHIT_TaxVamb.12
k79_14698 flag=1 multi=4.0000 len=1325	ERR011349_MEGAHIT_TaxVamb.12
k79_34571 flag=1 multi=9.0000 len=1191	ERR011349_MEGAHIT_TaxVamb.12
k79_14174 flag=1 multi=4.0000 len=1159	ERR011349_MEGAHIT_TaxVamb.12
k79_33771 flag=1 multi=10.0000 len=1505	ERR011349_MEGAHIT_TaxVamb.12
k79_21905 flag=1 multi=10.0000 len=1766	ERR011349_MEGAHIT_TaxVamb.12
k79_24247 flag=1 multi=14.0000 len=2480	ERR011349_MEGAHIT_TaxVamb.12
k79_17424 flag=1 multi=6.0000 len=1020	ERR011349_MEGAHIT_TaxVamb.12
k79_36452 flag=1 multi=8.0000 len=1036	ERR011349_MEGAHIT_TaxVamb.12
k79_22171 flag=1 multi=6.0000 len=1018	ERR011349_MEGAHIT_TaxVamb.12
k79_30475 flag=1 multi=5.0000 len=1313	ERR011349_MEGAHIT_TaxVamb.12
k79_8466 flag=1 multi=8.0000 len=1395	ERR011349_MEGAHIT_TaxVamb.12
k79_36376 flag=1 multi=14.0000 len=1109	ERR011349_MEGAHIT_TaxVamb.12
k79_31916 flag=1 multi=5.0000 len=1303	ERR011349_MEGAHIT_TaxVamb.12
k79_27170 flag=1 multi=14.0000 len=2204	ERR011349_MEGAHIT_TaxVamb.12
k79_26862 flag=1 multi=4.0000 len=1500	ERR011349_MEGAHIT_TaxVamb.12
k79_6862 flag=1 multi=12.0000 len=2016	ERR011349_MEGAHIT_TaxVamb.12
k79_18621 flag=1 multi=40.0000 len=1214	ERR011349_MEGAHIT_TaxVamb.12
k79_16395 flag=1 multi=6.0000 len=1943	ERR011349_MEGAHIT_TaxVamb.12
k79_25647 flag=1 multi=5.0000 len=1030	ERR011349_MEGAHIT_TaxVamb.12
k79_30840 flag=1 multi=4.0000 len=1368	ERR011349_MEGAHIT_TaxVamb.12
k79_25486 flag=1 multi=10.0000 len=1412	ERR011349_MEGAHIT_TaxVamb.12
k79_18632 flag=1 multi=7.0000 len=2327	ERR011349_MEGAHIT_TaxVamb.12
k79_16547 flag=1 multi=4.0000 len=1094	ERR011349_MEGAHIT_TaxVamb.12
k79_11689 flag=1 multi=19.0000 len=1416	ERR011349_MEGAHIT_TaxVamb.12
k79_13814 flag=1 multi=18.0000 len=1905	ERR011349_MEGAHIT_TaxVamb.12
k79_34421 flag=1 multi=13.0000 len=9782	ERR011349_MEGAHIT_TaxVamb.12
k79_26785 flag=1 multi=8.0000 len=1347	ERR011349_MEGAHIT_TaxVamb.12
k79_4978 flag=1 multi=47.0000 len=2048	ERR011349_MEGAHIT_TaxVamb.12
k79_16462 flag=1 multi=8.0000 len=3352	ERR011349_MEGAHIT_TaxVamb.12
k79_1169 flag=1 multi=13.0000 len=2968	ERR011349_MEGAHIT_TaxVamb.12
k79_31546 flag=1 multi=9.0000 len=1759	ERR011349_MEGAHIT_TaxVamb.12
k79_19986 flag=1 multi=6.0000 len=1086	ERR011349_MEGAHIT_TaxVamb.12
k79_32210 flag=1 multi=8.0000 len=1038	ERR011349_MEGAHIT_TaxVamb.12
k79_12486 flag=1 multi=4.0000 len=1293	ERR011349_MEGAHIT_TaxVamb.12
k79_8883 flag=1 multi=9.0000 len=4052	ERR011349_MEGAHIT_TaxVamb.12
k79_35285 flag=1 multi=5.0000 len=1678	ERR011349_MEGAHIT_TaxVamb.12
k79_7407 flag=1 multi=8.0000 len=2204	ERR011349_MEGAHIT_TaxVamb.12
k79_23508 flag=1 multi=4.0000 len=1085	ERR011349_MEGAHIT_TaxVamb.12
k79_30907 flag=1 multi=4.0000 len=1016	ERR011349_MEGAHIT_TaxVamb.12
k79_23158 flag=1 multi=45.4064 len=1388	ERR011349_MEGAHIT_TaxVamb.12
k79_10296 flag=1 multi=3.0000 len=1560	ERR011349_MEGAHIT_TaxVamb.12
k79_7563 flag=1 multi=9.0000 len=1617	ERR011349_MEGAHIT_TaxVamb.12
k79_24780 flag=1 multi=4.0000 len=1078	ERR011349_MEGAHIT_TaxVamb.12
k79_26954 flag=1 multi=4.0000 len=2336	ERR011349_MEGAHIT_TaxVamb.12
k79_20176 flag=1 multi=18.0000 len=1535	ERR011349_MEGAHIT_TaxVamb.12
k79_14613 flag=1 multi=14.0000 len=4030	ERR011349_MEGAHIT_TaxVamb.12
k79_4839 flag=1 multi=7.0000 len=1258	ERR011349_MEGAHIT_TaxVamb.12
k79_17128 flag=1 multi=4.0000 len=1139	ERR011349_MEGAHIT_TaxVamb.12
k79_21211 flag=1 multi=13.0000 len=2289	ERR011349_MEGAHIT_TaxVamb.12
k79_852 flag=1 multi=15.0794 len=3204	ERR011349_MEGAHIT_TaxVamb.12
k79_1265 flag=1 multi=12.0000 len=3186	ERR011349_MEGAHIT_TaxVamb.12
k79_6579 flag=1 multi=7.0000 len=1046	ERR011349_MEGAHIT_TaxVamb.12
k79_35128 flag=1 multi=13.0000 len=1412	ERR011349_MEGAHIT_TaxVamb.12
k79_31305 flag=1 multi=7.0000 len=2075	ERR011349_MEGAHIT_TaxVamb.12
k79_35065 flag=1 multi=7.0000 len=1120	ERR011349_MEGAHIT_TaxVamb.12
k79_11894 flag=1 multi=16.0000 len=1744	ERR011349_MEGAHIT_TaxVamb.12
k79_34212 flag=1 multi=7.0000 len=1086	ERR011349_MEGAHIT_TaxVamb.12
k79_16115 flag=0 multi=47.0000 len=4481	ERR011349_MEGAHIT_TaxVamb.12
k79_35848 flag=1 multi=19.0000 len=3632	ERR011349_MEGAHIT_TaxVamb.12
k79_10352 flag=1 multi=10.0000 len=1098	ERR011349_MEGAHIT_TaxVamb.12
k79_16384 flag=1 multi=4.0000 len=1036	ERR011349_MEGAHIT_TaxVamb.12
k79_26723 flag=1 multi=4.0000 len=1003	ERR011349_MEGAHIT_TaxVamb.12
k79_28089 flag=1 multi=6.0000 len=1191	ERR011349_MEGAHIT_TaxVamb.12
k79_4552 flag=1 multi=5.0000 len=1042	ERR011349_MEGAHIT_TaxVamb.12
k79_23352 flag=1 multi=5.0000 len=1690	ERR011349_MEGAHIT_TaxVamb.12
k79_29269 flag=1 multi=8.0000 len=1023	ERR011349_MEGAHIT_TaxVamb.12
k79_5350 flag=1 multi=6.1217 len=1460	ERR011349_MEGAHIT_TaxVamb.12
k79_5049 flag=1 multi=5.0000 len=1045	ERR011349_MEGAHIT_TaxVamb.12
k79_12036 flag=1 multi=7.0000 len=1349	ERR011349_MEGAHIT_TaxVamb.12
k79_2992 flag=1 multi=22.0000 len=1717	ERR011349_MEGAHIT_TaxVamb.12
k79_891 flag=1 multi=12.0000 len=1899	ERR011349_MEGAHIT_TaxVamb.12
k79_13368 flag=1 multi=63.0000 len=1194	ERR011349_MEGAHIT_TaxVamb.12
k79_19487 flag=1 multi=7.0000 len=1288	ERR011349_MEGAHIT_TaxVamb.12
k79_7054 flag=1 multi=20.5139 len=1085	ERR011349_MEGAHIT_TaxVamb.12
k79_32123 flag=1 multi=12.5842 len=1695	ERR011349_MEGAHIT_TaxVamb.12
k79_10691 flag=1 multi=5.0000 len=1126	ERR011349_MEGAHIT_TaxVamb.12
k79_31350 flag=1 multi=17.0000 len=2989	ERR011349_MEGAHIT_TaxVamb.12
k79_17370 flag=1 multi=65.0000 len=1106	ERR011349_MEGAHIT_TaxVamb.12
k79_16834 flag=1 multi=10.0000 len=1494	ERR011349_MEGAHIT_TaxVamb.12
k79_31806 flag=1 multi=6.0000 len=1823	ERR011349_MEGAHIT_TaxVamb.12
k79_21437 flag=1 multi=11.5473 len=1369	ERR011349_MEGAHIT_TaxVamb.12
k79_32685 flag=1 multi=15.0000 len=1135	ERR011349_MEGAHIT_TaxVamb.12
k79_28562 flag=1 multi=7.0000 len=1655	ERR011349_MEGAHIT_TaxVamb.12
k79_15473 flag=1 multi=5.0000 len=1259	ERR011349_MEGAHIT_TaxVamb.12
k79_11885 flag=1 multi=9.0000 len=2494	ERR011349_MEGAHIT_TaxVamb.12
k79_21562 flag=1 multi=8.0000 len=1842	ERR011349_MEGAHIT_TaxVamb.12
k79_24506 flag=1 multi=10.0000 len=1824	ERR011349_MEGAHIT_TaxVamb.12
k79_3610 flag=1 multi=15.0000 len=1722	ERR011349_MEGAHIT_TaxVamb.12
k79_15969 flag=1 multi=4.0000 len=1242	ERR011349_MEGAHIT_TaxVamb.12
k79_23364 flag=1 multi=5.0000 len=2394	ERR011349_MEGAHIT_TaxVamb.12
k79_22293 flag=1 multi=95.0000 len=2235	ERR011349_MEGAHIT_TaxVamb.12
k79_27969 flag=1 multi=40.0000 len=7005	ERR011349_MEGAHIT_TaxVamb.12
k79_29644 flag=1 multi=28.0000 len=1132	ERR011349_MEGAHIT_TaxVamb.12
k79_34455 flag=1 multi=4.0000 len=1474	ERR011349_MEGAHIT_TaxVamb.12
k79_36643 flag=1 multi=12.0000 len=1197	ERR011349_MEGAHIT_TaxVamb.12
k79_19747 flag=1 multi=9.0000 len=1701	ERR011349_MEGAHIT_TaxVamb.12
k79_31195 flag=1 multi=9.0000 len=1095	ERR011349_MEGAHIT_TaxVamb.12
k79_11950 flag=1 multi=8.0000 len=1466	ERR011349_MEGAHIT_TaxVamb.12
k79_34694 flag=1 multi=8.0000 len=1133	ERR011349_MEGAHIT_TaxVamb.12
k79_3755 flag=1 multi=7.0000 len=1056	ERR011349_MEGAHIT_TaxVamb.12
k79_31881 flag=1 multi=6.0000 len=1149	ERR011349_MEGAHIT_TaxVamb.12
k79_27834 flag=1 multi=5.0000 len=1360	ERR011349_MEGAHIT_TaxVamb.12
k79_21786 flag=1 multi=16.0000 len=2775	ERR011349_MEGAHIT_TaxVamb.12
k79_17518 flag=1 multi=6.0000 len=1098	ERR011349_MEGAHIT_TaxVamb.12
k79_841 flag=1 multi=3.0000 len=1424	ERR011349_MEGAHIT_TaxVamb.12
k79_21201 flag=1 multi=4.0000 len=1880	ERR011349_MEGAHIT_TaxVamb.12
k79_25724 flag=1 multi=5.0000 len=1137	ERR011349_MEGAHIT_TaxVamb.12
k79_12795 flag=1 multi=4.0000 len=1272	ERR011349_MEGAHIT_TaxVamb.12
k79_11787 flag=1 multi=3.0000 len=1298	ERR011349_MEGAHIT_TaxVamb.12
k79_15683 flag=1 multi=5.0000 len=1619	ERR011349_MEGAHIT_TaxVamb.12
k79_15170 flag=1 multi=8.0000 len=1335	ERR011349_MEGAHIT_TaxVamb.12
k79_28421 flag=1 multi=6.0000 len=1262	ERR011349_MEGAHIT_TaxVamb.12
k79_3827 flag=1 multi=6.8277 len=2168	ERR011349_MEGAHIT_TaxVamb.12
k79_27272 flag=1 multi=5.0000 len=1030	ERR011349_MEGAHIT_TaxVamb.12
k79_18520 flag=1 multi=10.0000 len=1205	ERR011349_MEGAHIT_TaxVamb.12
k79_7710 flag=1 multi=15.2436 len=1376	ERR011349_MEGAHIT_TaxVamb.12
k79_21488 flag=1 multi=6.0000 len=1757	ERR011349_MEGAHIT_TaxVamb.12
k79_17904 flag=1 multi=8.0000 len=2211	ERR011349_MEGAHIT_TaxVamb.12
k79_15646 flag=1 multi=5.0000 len=1296	ERR011349_MEGAHIT_TaxVamb.12
k79_19749 flag=1 multi=12.0000 len=1231	ERR011349_MEGAHIT_TaxVamb.12
k79_2384 flag=1 multi=7.0000 len=1407	ERR011349_MEGAHIT_TaxVamb.12
k79_35094 flag=1 multi=3.0000 len=1249	ERR011349_MEGAHIT_TaxVamb.12
k79_26243 flag=1 multi=24.0000 len=1395	ERR011349_MEGAHIT_TaxVamb.12
k79_13828 flag=1 multi=14.4093 len=1430	ERR011349_MEGAHIT_TaxVamb.12
k79_23574 flag=1 multi=11.8741 len=2279	ERR011349_MEGAHIT_TaxVamb.12
k79_14908 flag=1 multi=5.0000 len=1216	ERR011349_MEGAHIT_TaxVamb.12
k79_18579 flag=1 multi=6.0000 len=2487	ERR011349_MEGAHIT_TaxVamb.12
k79_3374 flag=1 multi=4.0000 len=1054	ERR011349_MEGAHIT_TaxVamb.12
k79_10518 flag=1 multi=5.0000 len=1283	ERR011349_MEGAHIT_TaxVamb.12
k79_28793 flag=1 multi=5.0000 len=1201	ERR011349_MEGAHIT_TaxVamb.12
k79_33773 flag=1 multi=13.0000 len=2793	ERR011349_MEGAHIT_TaxVamb.12
k79_22957 flag=1 multi=8.0000 len=1073	ERR011349_MEGAHIT_TaxVamb.12
k79_26022 flag=1 multi=7.0000 len=1956	ERR011349_MEGAHIT_TaxVamb.12
k79_22196 flag=1 multi=21.0000 len=3065	ERR011349_MEGAHIT_TaxVamb.12
k79_36202 flag=1 multi=5.0000 len=1135	ERR011349_MEGAHIT_TaxVamb.12
