k79_28844 flag=1 multi=4.0000 len=1696	ERR011348_MEGAHIT_TaxVamb.1000
k79_10844 flag=1 multi=4.2684 len=1264	ERR011348_MEGAHIT_TaxVamb.292
k79_58275 flag=1 multi=4.0000 len=1159	ERR011348_MEGAHIT_TaxVamb.292
k79_83149 flag=1 multi=3.6743 len=1221	ERR011348_MEGAHIT_TaxVamb.292
k79_14235 flag=1 multi=3.0000 len=1466	ERR011348_MEGAHIT_TaxVamb.292
k79_87226 flag=1 multi=3.0000 len=1898	ERR011348_MEGAHIT_TaxVamb.292
k79_88064 flag=1 multi=4.0000 len=1607	ERR011348_MEGAHIT_TaxVamb.292
k79_1462 flag=1 multi=5.0000 len=1144	ERR011348_MEGAHIT_TaxVamb.292
k79_10242 flag=1 multi=4.0000 len=3623	ERR011348_MEGAHIT_TaxVamb.292
k79_24089 flag=1 multi=4.0000 len=1965	ERR011348_MEGAHIT_TaxVamb.292
k79_55337 flag=1 multi=3.0000 len=1103	ERR011348_MEGAHIT_TaxVamb.292
k79_20787 flag=1 multi=3.0000 len=1378	ERR011348_MEGAHIT_TaxVamb.292
k79_83747 flag=1 multi=6.0000 len=1776	ERR011348_MEGAHIT_TaxVamb.292
k79_73653 flag=1 multi=2.0000 len=1572	ERR011348_MEGAHIT_TaxVamb.292
k79_45249 flag=1 multi=5.0000 len=1171	ERR011348_MEGAHIT_TaxVamb.292
k79_90144 flag=1 multi=3.0000 len=2043	ERR011348_MEGAHIT_TaxVamb.292
k79_35603 flag=1 multi=4.0000 len=1134	ERR011348_MEGAHIT_TaxVamb.292
k79_92664 flag=1 multi=4.0000 len=1585	ERR011348_MEGAHIT_TaxVamb.292
k79_81437 flag=1 multi=4.0000 len=1204	ERR011348_MEGAHIT_TaxVamb.292
k79_26018 flag=1 multi=4.0000 len=1408	ERR011348_MEGAHIT_TaxVamb.292
k79_3289 flag=1 multi=4.0000 len=1101	ERR011348_MEGAHIT_TaxVamb.292
k79_40031 flag=0 multi=4.9543 len=1831	ERR011348_MEGAHIT_TaxVamb.292
k79_76808 flag=1 multi=4.0000 len=1172	ERR011348_MEGAHIT_TaxVamb.292
k79_17502 flag=1 multi=4.0000 len=1168	ERR011348_MEGAHIT_TaxVamb.292
k79_68000 flag=1 multi=3.0000 len=2004	ERR011348_MEGAHIT_TaxVamb.292
k79_77547 flag=1 multi=3.0000 len=1365	ERR011348_MEGAHIT_TaxVamb.292
k79_60980 flag=1 multi=3.0000 len=2233	ERR011348_MEGAHIT_TaxVamb.292
k79_36442 flag=1 multi=4.0000 len=1417	ERR011348_MEGAHIT_TaxVamb.292
k79_68938 flag=1 multi=4.0000 len=1559	ERR011348_MEGAHIT_TaxVamb.292
k79_2687 flag=1 multi=5.0000 len=1151	ERR011348_MEGAHIT_TaxVamb.292
k79_33632 flag=1 multi=3.0000 len=1210	ERR011348_MEGAHIT_TaxVamb.292
k79_31716 flag=1 multi=3.0000 len=1035	ERR011348_MEGAHIT_TaxVamb.292
k79_94562 flag=1 multi=4.0000 len=1056	ERR011348_MEGAHIT_TaxVamb.292
k79_31462 flag=1 multi=4.0000 len=1390	ERR011348_MEGAHIT_TaxVamb.292
k79_31177 flag=1 multi=3.0000 len=3197	ERR011348_MEGAHIT_TaxVamb.292
k79_14700 flag=1 multi=3.0000 len=1024	ERR011348_MEGAHIT_TaxVamb.292
k79_10117 flag=1 multi=4.0000 len=1060	ERR011348_MEGAHIT_TaxVamb.292
k79_4244 flag=1 multi=4.0000 len=1444	ERR011348_MEGAHIT_TaxVamb.292
k79_56186 flag=1 multi=3.0000 len=1628	ERR011348_MEGAHIT_TaxVamb.292
k79_9081 flag=1 multi=4.0000 len=1442	ERR011348_MEGAHIT_TaxVamb.292
k79_96364 flag=1 multi=5.0000 len=1081	ERR011348_MEGAHIT_TaxVamb.292
k79_84669 flag=1 multi=3.0000 len=1201	ERR011348_MEGAHIT_TaxVamb.292
k79_8247 flag=1 multi=2.0000 len=1543	ERR011348_MEGAHIT_TaxVamb.292
k79_21489 flag=1 multi=4.0000 len=1503	ERR011348_MEGAHIT_TaxVamb.292
k79_51490 flag=1 multi=2.0000 len=1665	ERR011348_MEGAHIT_TaxVamb.292
k79_79087 flag=1 multi=4.0000 len=1885	ERR011348_MEGAHIT_TaxVamb.292
k79_33761 flag=1 multi=4.0000 len=1286	ERR011348_MEGAHIT_TaxVamb.292
k79_34909 flag=1 multi=4.0000 len=1209	ERR011348_MEGAHIT_TaxVamb.292
k79_37211 flag=1 multi=3.0000 len=1108	ERR011348_MEGAHIT_TaxVamb.292
k79_32017 flag=1 multi=4.0000 len=1945	ERR011348_MEGAHIT_TaxVamb.292
k79_55395 flag=1 multi=3.0000 len=1064	ERR011348_MEGAHIT_TaxVamb.292
k79_84168 flag=1 multi=3.0000 len=1092	ERR011348_MEGAHIT_TaxVamb.292
k79_65037 flag=1 multi=7.0000 len=1313	ERR011348_MEGAHIT_TaxVamb.292
k79_71984 flag=1 multi=3.0000 len=1071	ERR011348_MEGAHIT_TaxVamb.292
k79_71460 flag=1 multi=5.0000 len=1196	ERR011348_MEGAHIT_TaxVamb.292
k79_79957 flag=1 multi=4.0000 len=1765	ERR011348_MEGAHIT_TaxVamb.292
k79_83991 flag=1 multi=4.0000 len=2339	ERR011348_MEGAHIT_TaxVamb.292
k79_44407 flag=1 multi=4.0000 len=1146	ERR011348_MEGAHIT_TaxVamb.292
k79_10418 flag=1 multi=3.0000 len=1030	ERR011348_MEGAHIT_TaxVamb.292
k79_69559 flag=1 multi=4.0000 len=1878	ERR011348_MEGAHIT_TaxVamb.292
k79_94690 flag=1 multi=4.0000 len=2503	ERR011348_MEGAHIT_TaxVamb.292
k79_31992 flag=1 multi=3.0000 len=1091	ERR011348_MEGAHIT_TaxVamb.292
k79_69394 flag=1 multi=3.0000 len=1003	ERR011348_MEGAHIT_TaxVamb.292
k79_48953 flag=1 multi=4.0000 len=1052	ERR011348_MEGAHIT_TaxVamb.292
k79_79790 flag=1 multi=4.9848 len=1133	ERR011348_MEGAHIT_TaxVamb.292
k79_59170 flag=1 multi=4.0000 len=1161	ERR011348_MEGAHIT_TaxVamb.292
k79_69575 flag=1 multi=2.0000 len=1057	ERR011348_MEGAHIT_TaxVamb.292
k79_82703 flag=1 multi=3.0000 len=1181	ERR011348_MEGAHIT_TaxVamb.292
k79_24500 flag=1 multi=4.0000 len=1365	ERR011348_MEGAHIT_TaxVamb.292
k79_46840 flag=1 multi=4.0000 len=1719	ERR011348_MEGAHIT_TaxVamb.292
k79_60163 flag=1 multi=3.0000 len=1084	ERR011348_MEGAHIT_TaxVamb.292
k79_1451 flag=1 multi=4.2967 len=1043	ERR011348_MEGAHIT_TaxVamb.292
k79_23578 flag=1 multi=4.0000 len=1443	ERR011348_MEGAHIT_TaxVamb.292
k79_58535 flag=1 multi=3.0000 len=1040	ERR011348_MEGAHIT_TaxVamb.292
k79_13428 flag=1 multi=5.0000 len=1266	ERR011348_MEGAHIT_TaxVamb.292
k79_17180 flag=1 multi=4.0000 len=1705	ERR011348_MEGAHIT_TaxVamb.292
k79_35900 flag=1 multi=3.0000 len=1163	ERR011348_MEGAHIT_TaxVamb.292
k79_12704 flag=1 multi=2.0000 len=1076	ERR011348_MEGAHIT_TaxVamb.292
k79_95126 flag=1 multi=3.0000 len=1052	ERR011348_MEGAHIT_TaxVamb.292
k79_92371 flag=1 multi=4.0000 len=1132	ERR011348_MEGAHIT_TaxVamb.292
k79_31249 flag=1 multi=4.0000 len=1070	ERR011348_MEGAHIT_TaxVamb.292
k79_81900 flag=1 multi=4.0000 len=1937	ERR011348_MEGAHIT_TaxVamb.292
k79_82293 flag=1 multi=4.0000 len=1203	ERR011348_MEGAHIT_TaxVamb.292
k79_6154 flag=1 multi=3.0000 len=1105	ERR011348_MEGAHIT_TaxVamb.292
k79_34745 flag=1 multi=4.0000 len=1497	ERR011348_MEGAHIT_TaxVamb.292
k79_56488 flag=1 multi=4.0000 len=1045	ERR011348_MEGAHIT_TaxVamb.292
k79_75829 flag=1 multi=3.0000 len=1284	ERR011348_MEGAHIT_TaxVamb.292
k79_68809 flag=1 multi=3.0000 len=1620	ERR011348_MEGAHIT_TaxVamb.292
k79_20554 flag=1 multi=4.0000 len=1595	ERR011348_MEGAHIT_TaxVamb.292
k79_787 flag=1 multi=3.8525 len=1116	ERR011348_MEGAHIT_TaxVamb.292
k79_63242 flag=1 multi=5.0000 len=1027	ERR011348_MEGAHIT_TaxVamb.292
k79_39436 flag=1 multi=3.0000 len=1025	ERR011348_MEGAHIT_TaxVamb.292
k79_16196 flag=1 multi=4.0000 len=1985	ERR011348_MEGAHIT_TaxVamb.292
k79_20906 flag=1 multi=3.0000 len=1096	ERR011348_MEGAHIT_TaxVamb.292
k79_49249 flag=1 multi=4.0000 len=2328	ERR011348_MEGAHIT_TaxVamb.292
k79_49207 flag=1 multi=3.0000 len=1730	ERR011348_MEGAHIT_TaxVamb.292
k79_19504 flag=1 multi=3.0000 len=1096	ERR011348_MEGAHIT_TaxVamb.292
k79_12771 flag=1 multi=4.0000 len=1458	ERR011348_MEGAHIT_TaxVamb.292
k79_48418 flag=1 multi=5.0000 len=1088	ERR011348_MEGAHIT_TaxVamb.292
k79_67420 flag=1 multi=4.0000 len=1321	ERR011348_MEGAHIT_TaxVamb.292
k79_74996 flag=1 multi=5.0000 len=1429	ERR011348_MEGAHIT_TaxVamb.292
k79_50209 flag=1 multi=3.0000 len=1107	ERR011348_MEGAHIT_TaxVamb.292
k79_19830 flag=1 multi=4.0000 len=1752	ERR011348_MEGAHIT_TaxVamb.292
k79_34605 flag=1 multi=3.0000 len=1187	ERR011348_MEGAHIT_TaxVamb.292
k79_80056 flag=1 multi=5.0000 len=1132	ERR011348_MEGAHIT_TaxVamb.292
k79_58956 flag=1 multi=3.0000 len=1003	ERR011348_MEGAHIT_TaxVamb.292
k79_64680 flag=1 multi=3.0000 len=1143	ERR011348_MEGAHIT_TaxVamb.292
k79_27046 flag=0 multi=5.0000 len=1143	ERR011348_MEGAHIT_TaxVamb.292
k79_26835 flag=1 multi=4.0000 len=1717	ERR011348_MEGAHIT_TaxVamb.292
k79_31410 flag=1 multi=3.0000 len=1062	ERR011348_MEGAHIT_TaxVamb.292
k79_57937 flag=1 multi=5.0000 len=2836	ERR011348_MEGAHIT_TaxVamb.292
k79_3225 flag=1 multi=4.0000 len=1285	ERR011348_MEGAHIT_TaxVamb.292
k79_76384 flag=0 multi=2.9600 len=1079	ERR011348_MEGAHIT_TaxVamb.292
k79_2120 flag=1 multi=4.0000 len=1055	ERR011348_MEGAHIT_TaxVamb.292
k79_22179 flag=1 multi=3.0000 len=1524	ERR011348_MEGAHIT_TaxVamb.292
k79_53341 flag=1 multi=4.0000 len=1182	ERR011348_MEGAHIT_TaxVamb.292
k79_45263 flag=1 multi=3.0000 len=1589	ERR011348_MEGAHIT_TaxVamb.292
k79_51571 flag=1 multi=4.0000 len=1075	ERR011348_MEGAHIT_TaxVamb.292
k79_43334 flag=1 multi=3.0000 len=1171	ERR011348_MEGAHIT_TaxVamb.292
k79_76477 flag=1 multi=4.0000 len=1202	ERR011348_MEGAHIT_TaxVamb.292
k79_87050 flag=1 multi=5.0000 len=1712	ERR011348_MEGAHIT_TaxVamb.292
k79_52411 flag=1 multi=3.0000 len=1051	ERR011348_MEGAHIT_TaxVamb.292
k79_19501 flag=1 multi=5.0000 len=1185	ERR011348_MEGAHIT_TaxVamb.292
k79_95042 flag=1 multi=4.0000 len=1053	ERR011348_MEGAHIT_TaxVamb.292
k79_83373 flag=1 multi=4.0000 len=1195	ERR011348_MEGAHIT_TaxVamb.292
k79_22827 flag=1 multi=4.0000 len=1033	ERR011348_MEGAHIT_TaxVamb.292
k79_35236 flag=1 multi=5.0000 len=1527	ERR011348_MEGAHIT_TaxVamb.292
k79_11942 flag=1 multi=4.0000 len=1551	ERR011348_MEGAHIT_TaxVamb.292
k79_19042 flag=1 multi=3.0000 len=1622	ERR011348_MEGAHIT_TaxVamb.292
k79_73399 flag=1 multi=4.0000 len=1153	ERR011348_MEGAHIT_TaxVamb.292
k79_12393 flag=1 multi=6.0000 len=1837	ERR011348_MEGAHIT_TaxVamb.292
k79_94274 flag=1 multi=6.0000 len=1861	ERR011348_MEGAHIT_TaxVamb.292
k79_70191 flag=1 multi=4.0000 len=1058	ERR011348_MEGAHIT_TaxVamb.292
k79_82634 flag=1 multi=3.0000 len=1209	ERR011348_MEGAHIT_TaxVamb.292
k79_48561 flag=1 multi=4.0000 len=2508	ERR011348_MEGAHIT_TaxVamb.292
k79_59195 flag=1 multi=6.0000 len=2326	ERR011348_MEGAHIT_TaxVamb.292
k79_63804 flag=1 multi=5.0000 len=2762	ERR011348_MEGAHIT_TaxVamb.292
k79_94844 flag=1 multi=4.0000 len=1254	ERR011348_MEGAHIT_TaxVamb.292
k79_64773 flag=1 multi=5.0000 len=1057	ERR011348_MEGAHIT_TaxVamb.292
k79_6954 flag=1 multi=3.0000 len=1221	ERR011348_MEGAHIT_TaxVamb.292
k79_70570 flag=1 multi=2.0000 len=1090	ERR011348_MEGAHIT_TaxVamb.292
k79_95165 flag=1 multi=5.0000 len=1105	ERR011348_MEGAHIT_TaxVamb.292
k79_82453 flag=1 multi=3.0000 len=1173	ERR011348_MEGAHIT_TaxVamb.292
k79_77119 flag=1 multi=4.0000 len=1200	ERR011348_MEGAHIT_TaxVamb.292
k79_83292 flag=1 multi=4.0000 len=1807	ERR011348_MEGAHIT_TaxVamb.292
k79_80775 flag=1 multi=4.0000 len=1031	ERR011348_MEGAHIT_TaxVamb.292
k79_83431 flag=1 multi=3.0000 len=1221	ERR011348_MEGAHIT_TaxVamb.292
k79_16869 flag=1 multi=5.0000 len=1338	ERR011348_MEGAHIT_TaxVamb.292
k79_38261 flag=1 multi=4.0000 len=1213	ERR011348_MEGAHIT_TaxVamb.292
k79_29525 flag=1 multi=4.0000 len=1335	ERR011348_MEGAHIT_TaxVamb.292
k79_22341 flag=1 multi=4.0000 len=1501	ERR011348_MEGAHIT_TaxVamb.292
k79_2059 flag=1 multi=5.0000 len=1065	ERR011348_MEGAHIT_TaxVamb.292
k79_83092 flag=1 multi=4.0000 len=1614	ERR011348_MEGAHIT_TaxVamb.292
k79_70551 flag=1 multi=3.0000 len=1048	ERR011348_MEGAHIT_TaxVamb.292
k79_16730 flag=1 multi=6.0000 len=1212	ERR011348_MEGAHIT_TaxVamb.292
k79_20584 flag=1 multi=3.0000 len=1303	ERR011348_MEGAHIT_TaxVamb.292
k79_71266 flag=1 multi=3.0000 len=1141	ERR011348_MEGAHIT_TaxVamb.292
k79_71484 flag=1 multi=4.0000 len=1030	ERR011348_MEGAHIT_TaxVamb.292
k79_45714 flag=1 multi=4.0000 len=1734	ERR011348_MEGAHIT_TaxVamb.292
k79_43079 flag=1 multi=4.0000 len=1303	ERR011348_MEGAHIT_TaxVamb.292
k79_49493 flag=0 multi=3.9633 len=1713	ERR011348_MEGAHIT_TaxVamb.292
k79_37919 flag=1 multi=4.0000 len=1453	ERR011348_MEGAHIT_TaxVamb.292
k79_6662 flag=1 multi=2.0000 len=1183	ERR011348_MEGAHIT_TaxVamb.292
k79_52467 flag=1 multi=4.0000 len=1050	ERR011348_MEGAHIT_TaxVamb.292
k79_66667 flag=1 multi=3.0000 len=1135	ERR011348_MEGAHIT_TaxVamb.292
k79_45920 flag=1 multi=4.0000 len=1727	ERR011348_MEGAHIT_TaxVamb.292
k79_1672 flag=1 multi=4.0000 len=1048	ERR011348_MEGAHIT_TaxVamb.292
k79_24344 flag=1 multi=6.0000 len=1356	ERR011348_MEGAHIT_TaxVamb.292
k79_61237 flag=1 multi=6.0000 len=1469	ERR011348_MEGAHIT_TaxVamb.292
k79_57112 flag=1 multi=2.0000 len=2134	ERR011348_MEGAHIT_TaxVamb.292
k79_9612 flag=1 multi=3.0000 len=1978	ERR011348_MEGAHIT_TaxVamb.292
k79_43165 flag=1 multi=3.0000 len=1477	ERR011348_MEGAHIT_TaxVamb.292
k79_69750 flag=1 multi=3.0000 len=1416	ERR011348_MEGAHIT_TaxVamb.292
k79_17971 flag=0 multi=5.0740 len=2661	ERR011348_MEGAHIT_TaxVamb.292
k79_43019 flag=1 multi=5.0000 len=2048	ERR011348_MEGAHIT_TaxVamb.292
k79_32997 flag=1 multi=3.0000 len=1348	ERR011348_MEGAHIT_TaxVamb.292
k79_22568 flag=1 multi=3.9622 len=2510	ERR011348_MEGAHIT_TaxVamb.292
k79_71059 flag=1 multi=4.0000 len=1145	ERR011348_MEGAHIT_TaxVamb.292
k79_96068 flag=1 multi=3.0000 len=1075	ERR011348_MEGAHIT_TaxVamb.292
k79_61342 flag=1 multi=3.0000 len=1688	ERR011348_MEGAHIT_TaxVamb.292
k79_32617 flag=1 multi=2.0000 len=1170	ERR011348_MEGAHIT_TaxVamb.292
k79_3807 flag=1 multi=4.0000 len=1178	ERR011348_MEGAHIT_TaxVamb.292
k79_23205 flag=1 multi=3.0000 len=1416	ERR011348_MEGAHIT_TaxVamb.292
k79_74890 flag=1 multi=3.9956 len=1438	ERR011348_MEGAHIT_TaxVamb.292
k79_3202 flag=1 multi=5.0000 len=2954	ERR011348_MEGAHIT_TaxVamb.292
k79_16295 flag=1 multi=3.0000 len=1463	ERR011348_MEGAHIT_TaxVamb.292
k79_29029 flag=1 multi=2.0000 len=1022	ERR011348_MEGAHIT_TaxVamb.292
k79_2033 flag=0 multi=7.0000 len=1018	ERR011348_MEGAHIT_TaxVamb.292
k79_60970 flag=1 multi=4.0000 len=3384	ERR011348_MEGAHIT_TaxVamb.292
k79_78189 flag=1 multi=4.0000 len=1640	ERR011348_MEGAHIT_TaxVamb.292
k79_22521 flag=1 multi=3.0000 len=1063	ERR011348_MEGAHIT_TaxVamb.292
k79_79731 flag=1 multi=7.7597 len=1215	ERR011348_MEGAHIT_TaxVamb.292
k79_92930 flag=1 multi=3.0000 len=1217	ERR011348_MEGAHIT_TaxVamb.292
k79_33445 flag=1 multi=3.0000 len=1359	ERR011348_MEGAHIT_TaxVamb.292
k79_42297 flag=1 multi=3.0000 len=1470	ERR011348_MEGAHIT_TaxVamb.292
k79_84259 flag=1 multi=4.0000 len=1075	ERR011348_MEGAHIT_TaxVamb.292
k79_59203 flag=1 multi=3.0000 len=1320	ERR011348_MEGAHIT_TaxVamb.292
k79_57822 flag=1 multi=3.0000 len=1357	ERR011348_MEGAHIT_TaxVamb.292
k79_21575 flag=1 multi=4.0000 len=1608	ERR011348_MEGAHIT_TaxVamb.292
k79_45288 flag=1 multi=4.0000 len=1058	ERR011348_MEGAHIT_TaxVamb.292
k79_42707 flag=1 multi=3.0000 len=1086	ERR011348_MEGAHIT_TaxVamb.292
k79_10012 flag=1 multi=3.0000 len=1659	ERR011348_MEGAHIT_TaxVamb.292
k79_34967 flag=1 multi=3.0000 len=1228	ERR011348_MEGAHIT_TaxVamb.292
k79_66659 flag=1 multi=4.0000 len=1089	ERR011348_MEGAHIT_TaxVamb.292
k79_13051 flag=1 multi=3.0000 len=1450	ERR011348_MEGAHIT_TaxVamb.292
k79_78982 flag=1 multi=6.0000 len=1282	ERR011348_MEGAHIT_TaxVamb.292
k79_94489 flag=1 multi=4.0000 len=2043	ERR011348_MEGAHIT_TaxVamb.292
k79_69886 flag=1 multi=4.0000 len=1069	ERR011348_MEGAHIT_TaxVamb.292
k79_52176 flag=1 multi=3.0000 len=1184	ERR011348_MEGAHIT_TaxVamb.292
k79_85939 flag=1 multi=3.0000 len=1002	ERR011348_MEGAHIT_TaxVamb.292
k79_63739 flag=1 multi=4.0000 len=1819	ERR011348_MEGAHIT_TaxVamb.292
k79_95511 flag=1 multi=4.0000 len=1014	ERR011348_MEGAHIT_TaxVamb.292
k79_10920 flag=1 multi=4.0000 len=1547	ERR011348_MEGAHIT_TaxVamb.292
k79_41806 flag=1 multi=4.0000 len=1283	ERR011348_MEGAHIT_TaxVamb.292
k79_47367 flag=1 multi=3.0000 len=1140	ERR011348_MEGAHIT_TaxVamb.292
k79_43792 flag=1 multi=3.0000 len=1183	ERR011348_MEGAHIT_TaxVamb.292
k79_15780 flag=1 multi=4.0000 len=1089	ERR011348_MEGAHIT_TaxVamb.292
k79_29424 flag=1 multi=4.0000 len=1132	ERR011348_MEGAHIT_TaxVamb.292
k79_20338 flag=1 multi=5.0000 len=1515	ERR011348_MEGAHIT_TaxVamb.292
k79_65518 flag=1 multi=3.0000 len=1031	ERR011348_MEGAHIT_TaxVamb.292
k79_54598 flag=1 multi=4.0000 len=2383	ERR011348_MEGAHIT_TaxVamb.292
k79_33950 flag=1 multi=4.0000 len=1042	ERR011348_MEGAHIT_TaxVamb.292
k79_10400 flag=1 multi=4.0000 len=1179	ERR011348_MEGAHIT_TaxVamb.292
k79_34529 flag=1 multi=4.0000 len=1781	ERR011348_MEGAHIT_TaxVamb.292
k79_91447 flag=1 multi=4.0000 len=1624	ERR011348_MEGAHIT_TaxVamb.292
k79_83539 flag=1 multi=3.0000 len=1163	ERR011348_MEGAHIT_TaxVamb.292
k79_71631 flag=1 multi=5.0000 len=1211	ERR011348_MEGAHIT_TaxVamb.292
k79_34177 flag=1 multi=4.0000 len=1056	ERR011348_MEGAHIT_TaxVamb.292
k79_57073 flag=1 multi=3.0000 len=1040	ERR011348_MEGAHIT_TaxVamb.292
k79_72884 flag=1 multi=4.0000 len=1022	ERR011348_MEGAHIT_TaxVamb.292
k79_90193 flag=1 multi=3.0000 len=1491	ERR011348_MEGAHIT_TaxVamb.292
k79_88473 flag=1 multi=2.0000 len=1214	ERR011348_MEGAHIT_TaxVamb.292
k79_95539 flag=1 multi=4.0000 len=1028	ERR011348_MEGAHIT_TaxVamb.292
k79_64970 flag=1 multi=4.0000 len=1144	ERR011348_MEGAHIT_TaxVamb.292
k79_19541 flag=1 multi=3.0000 len=1193	ERR011348_MEGAHIT_TaxVamb.292
k79_2524 flag=1 multi=3.0000 len=1075	ERR011348_MEGAHIT_TaxVamb.292
k79_64730 flag=1 multi=4.0000 len=1411	ERR011348_MEGAHIT_TaxVamb.292
k79_93760 flag=1 multi=4.0000 len=3040	ERR011348_MEGAHIT_TaxVamb.292
k79_55290 flag=1 multi=3.0000 len=1133	ERR011348_MEGAHIT_TaxVamb.292
k79_524 flag=1 multi=3.0000 len=1324	ERR011348_MEGAHIT_TaxVamb.292
k79_48299 flag=1 multi=4.0000 len=1814	ERR011348_MEGAHIT_TaxVamb.292
k79_38278 flag=1 multi=5.0000 len=1372	ERR011348_MEGAHIT_TaxVamb.292
k79_64697 flag=1 multi=4.0000 len=1114	ERR011348_MEGAHIT_TaxVamb.292
k79_71770 flag=1 multi=3.0000 len=1019	ERR011348_MEGAHIT_TaxVamb.292
k79_67681 flag=1 multi=3.0000 len=1012	ERR011348_MEGAHIT_TaxVamb.292
k79_31543 flag=1 multi=4.0000 len=1812	ERR011348_MEGAHIT_TaxVamb.292
k79_22532 flag=1 multi=5.0000 len=1618	ERR011348_MEGAHIT_TaxVamb.292
k79_84682 flag=1 multi=4.0000 len=1056	ERR011348_MEGAHIT_TaxVamb.293
k79_24988 flag=1 multi=4.0000 len=1446	ERR011348_MEGAHIT_TaxVamb.293
k79_72382 flag=1 multi=5.0000 len=1883	ERR011348_MEGAHIT_TaxVamb.293
k79_34943 flag=1 multi=5.0000 len=2362	ERR011348_MEGAHIT_TaxVamb.293
k79_86141 flag=1 multi=4.8672 len=3602	ERR011348_MEGAHIT_TaxVamb.293
k79_14689 flag=1 multi=3.0000 len=1060	ERR011348_MEGAHIT_TaxVamb.293
k79_64881 flag=1 multi=4.0000 len=1448	ERR011348_MEGAHIT_TaxVamb.293
k79_38348 flag=1 multi=4.0000 len=1261	ERR011348_MEGAHIT_TaxVamb.293
k79_13487 flag=1 multi=5.0000 len=3208	ERR011348_MEGAHIT_TaxVamb.293
k79_63075 flag=1 multi=5.0000 len=2314	ERR011348_MEGAHIT_TaxVamb.293
k79_30507 flag=1 multi=4.0000 len=1242	ERR011348_MEGAHIT_TaxVamb.293
k79_29660 flag=1 multi=3.0000 len=2566	ERR011348_MEGAHIT_TaxVamb.293
k79_90626 flag=1 multi=6.0000 len=3599	ERR011348_MEGAHIT_TaxVamb.294
k79_15184 flag=0 multi=11.2169 len=14515	ERR011348_MEGAHIT_TaxVamb.295
k79_64301 flag=1 multi=5.9144 len=5124	ERR011348_MEGAHIT_TaxVamb.295
k79_2809 flag=1 multi=7.6673 len=7032	ERR011348_MEGAHIT_TaxVamb.295
k79_362 flag=1 multi=6.4427 len=2146	ERR011348_MEGAHIT_TaxVamb.295
k79_16331 flag=0 multi=10.0000 len=2260	ERR011348_MEGAHIT_TaxVamb.295
k79_94861 flag=1 multi=10.0000 len=2172	ERR011348_MEGAHIT_TaxVamb.295
k79_5612 flag=1 multi=10.0000 len=9187	ERR011348_MEGAHIT_TaxVamb.295
k79_832 flag=1 multi=3.2108 len=1265	ERR011348_MEGAHIT_TaxVamb.295
k79_90286 flag=0 multi=11.9396 len=4596	ERR011348_MEGAHIT_TaxVamb.295
k79_22368 flag=0 multi=12.9820 len=13401	ERR011348_MEGAHIT_TaxVamb.295
k79_51993 flag=0 multi=20.5033 len=1426	ERR011348_MEGAHIT_TaxVamb.295
k79_48513 flag=0 multi=5.0000 len=6541	ERR011348_MEGAHIT_TaxVamb.295
k79_73009 flag=0 multi=7.2024 len=3591	ERR011348_MEGAHIT_TaxVamb.295
k79_19747 flag=0 multi=8.5161 len=1600	ERR011348_MEGAHIT_TaxVamb.296
k79_78217 flag=1 multi=7.0000 len=1371	ERR011348_MEGAHIT_TaxVamb.296
k79_96272 flag=1 multi=7.9600 len=3576	ERR011348_MEGAHIT_TaxVamb.296
k79_27284 flag=1 multi=9.9767 len=1626	ERR011348_MEGAHIT_TaxVamb.296
k79_62641 flag=1 multi=5.0000 len=2492	ERR011348_MEGAHIT_TaxVamb.297
k79_11030 flag=1 multi=5.0000 len=2298	ERR011348_MEGAHIT_TaxVamb.297
k79_71913 flag=1 multi=6.0000 len=1675	ERR011348_MEGAHIT_TaxVamb.297
k79_18765 flag=1 multi=6.0000 len=2733	ERR011348_MEGAHIT_TaxVamb.297
k79_47625 flag=1 multi=6.0000 len=1836	ERR011348_MEGAHIT_TaxVamb.297
k79_62834 flag=1 multi=7.0000 len=3573	ERR011348_MEGAHIT_TaxVamb.297
k79_20597 flag=1 multi=5.0000 len=1062	ERR011348_MEGAHIT_TaxVamb.298
k79_20872 flag=1 multi=7.0000 len=3563	ERR011348_MEGAHIT_TaxVamb.298
k79_33774 flag=1 multi=6.0000 len=2404	ERR011348_MEGAHIT_TaxVamb.298
k79_34041 flag=1 multi=6.0000 len=1267	ERR011348_MEGAHIT_TaxVamb.298
k79_71101 flag=1 multi=6.0000 len=1088	ERR011348_MEGAHIT_TaxVamb.298
k79_12478 flag=1 multi=6.0000 len=1311	ERR011348_MEGAHIT_TaxVamb.298
k79_21831 flag=0 multi=3.9608 len=1610	ERR011348_MEGAHIT_TaxVamb.298
k79_51709 flag=1 multi=6.0000 len=1715	ERR011348_MEGAHIT_TaxVamb.298
k79_25571 flag=1 multi=5.9316 len=1541	ERR011348_MEGAHIT_TaxVamb.298
k79_56954 flag=1 multi=6.0000 len=1388	ERR011348_MEGAHIT_TaxVamb.298
k79_90940 flag=1 multi=6.0000 len=3556	ERR011348_MEGAHIT_TaxVamb.299
k79_87964 flag=1 multi=18.0000 len=13639	ERR011348_MEGAHIT_TaxVamb.29
k79_48034 flag=1 multi=14.2170 len=49678	ERR011348_MEGAHIT_TaxVamb.2
k79_26781 flag=1 multi=6.0000 len=3551	ERR011348_MEGAHIT_TaxVamb.300
